iteration,true_perf_mean,true_perf_std,mc_perf_mean,mc_perf_std,bound_mean,bound_std,alpha_mean,alpha_std,beta_mean,beta_std,cum_samples_mean
0,0.045867294629260535,5.815986487116561e-05,0.044379610262516765,0.0028154993136508904,5.3441019833634105e-06,7.376536783629293e-07,0.0020259185596968876,0.00013726040134351395,0.0001,0.0,15172.6
1,0.04646028984162653,8.221644364528665e-05,0.04446271169353795,0.003951569848440528,5.175596852763673e-06,5.929091488265208e-07,0.0019980634809226025,0.00011180391235381957,0.0,0.0,30361.4
2,0.047072075396358104,0.00011672078898879356,0.046588210657718065,0.0038429309210422894,5.830038997644064e-06,7.470814276332826e-07,0.0021180111722775554,0.00014099757589801953,0.0,0.0,45483.0
3,0.04771174757902035,0.00010990504499842273,0.04902794360793231,0.005335219271703783,5.881512852403358e-06,7.992230303025049e-07,0.0021266235023631648,0.0001434742933005316,0.0,0.0,60547.0
4,0.04833517797027846,0.0001413901451335022,0.04615318113452674,0.0035527595730570445,5.458054880842233e-06,6.932002688120808e-07,0.002051507380685017,0.00013025839272704957,0.0,0.0,75708.2
5,0.048963113913191116,0.00018124290403054926,0.04679991843125072,0.003788064709100064,5.640998842631174e-06,5.786263802103118e-07,0.002084583513611901,0.00010850286261058882,0.0,0.0,90855.4
6,0.049588090033466856,0.00015742548791511938,0.04779179763120804,0.002563483502953426,5.742951604702027e-06,7.71722665618835e-07,0.002104984168338107,0.00013497181642326456,0.0,0.0,105971.6
7,0.05023131194151742,0.00021063490216304586,0.05147647507601928,0.0016684729175802373,5.660705532376889e-06,7.207315947888536e-07,0.002089846492424215,0.00013857550664209784,0.0,0.0,121005.2
8,0.050866537730915616,0.00022483733490652837,0.05079007868308272,0.0039035919128964495,5.8647445741229875e-06,7.44658703884458e-07,0.0021281892628242077,0.00013055448555652878,0.0,0.0,136058.6
9,0.05154400341863328,0.00023638296453758656,0.05329035292254637,0.0038291397125074533,6.409688696437188e-06,8.936416858541354e-07,0.0022232325172229844,0.00015288245039035708,0.0,0.0,151045.2
10,0.05220972372452422,0.0002151015350688037,0.05004054738653274,0.004548412216427317,5.808026669447115e-06,4.2440534561460676e-07,0.0021247223425456103,7.585923062420085e-05,0.0,0.0,166144.4
11,0.05286679807280772,0.0002885585321585874,0.05305787971904776,0.008300605459325344,6.094006913315054e-06,1.4915916814763987e-06,0.0021573008367298777,0.00027599562744092643,0.0,0.0,181171.0
12,0.053498234780522624,0.00033559132820673983,0.05112515708509578,0.0023342911567883905,5.5748603048506055e-06,7.096240618833253e-07,0.0020762141070982754,0.00013211514019342607,0.0,0.0,196218.8
13,0.05411406454957139,0.0003176206569335218,0.05197329442860562,0.004033930212321454,5.482284266239957e-06,7.533964941518536e-07,0.0020596149747551373,0.0001419288752967845,0.0,0.0,211265.6
14,0.054790359984392134,0.0003233588630722681,0.05159201266664898,0.004040568269363765,5.9804743132237015e-06,4.816409024578345e-07,0.0021546411513681005,8.649955925648842e-05,0.0,0.0,226336.2
15,0.05549598353545685,0.00032996553256784154,0.05519924684499851,0.005298270820117156,6.251229114198372e-06,8.275630844930827e-07,0.0022047889194118328,0.00014068336109988392,0.0,0.0,241298.4
16,0.056243369718600646,0.00032869982172031994,0.059255186111367174,0.002460527057739823,6.798421848446635e-06,4.3652045766496736e-07,0.0023021923160998718,7.47697374373073e-05,0.0,0.0,256189.8
17,0.056940397490435356,0.0003418169436604746,0.05643017383718433,0.00451741914023994,6.159723559456492e-06,6.220841908227898e-07,0.002189879500833703,0.00011219015160886451,0.0,0.0,271119.8
18,0.057611461584511955,0.0003324225115041573,0.05476314346331842,0.0033655158203296878,5.926053535126269e-06,1.0469425278094783e-06,0.0021046429028050454,0.0002460692726288144,0.0,0.0,286123.2
19,0.05833058749608553,0.00034328584115896006,0.06095603787489341,0.0024015631792031382,6.778126763399344e-06,8.614162580096956e-07,0.002295618104913333,0.0001464868282743475,2e-05,4e-05,301008.6
20,0.059051528073974846,0.0003201840682769714,0.05941041224439029,0.004898269037835935,6.79564041787081e-06,8.820163718220266e-07,0.0022996840414913674,0.00014917385471140796,2e-05,4e-05,315932.6
21,0.05981438771692986,0.00031157492095055525,0.060911873451328494,0.002800679596892303,6.915860126498122e-06,5.295247693072809e-07,0.0023281233824754247,8.61713983529762e-05,2e-05,4e-05,330817.0
22,0.060567762174358955,0.0003269078463977063,0.06164398841050188,0.0027715030364623746,6.812436199948722e-06,5.900590911708418e-07,0.0023075976297149887,9.98136727987694e-05,2e-05,4e-05,345690.0
23,0.06134143413042144,0.00033696065915524213,0.062247665202852784,0.0030794759600920366,7.181552758641778e-06,1.1274633221210069e-06,0.0023673902591950895,0.00018874668673335234,2e-05,4e-05,360577.2
24,0.06207325124525091,0.0003654111871497099,0.0612847910257839,0.007911604498756278,6.54248048283396e-06,8.863585936990731e-07,0.0022133329175679666,0.00010018689583738895,2e-05,4e-05,375466.8
25,0.06286010961096639,0.0003364545313862897,0.062498513147219784,0.0021925662520339445,7.046159264844761e-06,7.216805676509578e-07,0.002352693908879749,0.00012524105824837423,2e-05,4e-05,390323.4
26,0.06362925073164129,0.0003871290118718724,0.060688029046279554,0.004384547597254904,6.803915619733999e-06,8.526779231740675e-07,0.0023118081118095996,0.00014415657582128274,2e-05,4e-05,405226.4
27,0.06437781002265355,0.000388530572711124,0.060119210254770974,0.0019174613025628793,6.5124719923703244e-06,6.235619415001291e-07,0.0022216513293184517,0.0001626484583897074,2e-05,4e-05,420157.4
28,0.06517752084764322,0.00039641733531209475,0.06433671414153827,0.0048685128343579475,7.291053715991616e-06,7.984445777277124e-07,0.002396535657915245,0.0001304245081754852,2e-05,4e-05,434962.6
29,0.06598099142769853,0.0004098250382686041,0.06539137899783919,0.0034150147388687705,7.254898542020355e-06,1.1467455197060712e-06,0.002349482039281817,0.00026081294969609756,0.0,0.0,449739.6
30,0.06679335586562511,0.00043891991630846765,0.0681295420712724,0.006288078996272503,7.671983399473722e-06,8.323283637990523e-07,0.002416575065956849,0.000212495183694838,0.0,0.0,464490.2
31,0.06760081190137424,0.0004944435169288976,0.06725438263863362,0.0050338137865172826,7.697851904985755e-06,1.0870071132625108e-06,0.002459444772545825,0.000169790281759859,0.0,0.0,479286.0
32,0.0684388329747272,0.0004959694749754604,0.06910376301822058,0.0019709892369678197,7.807510417019694e-06,4.845933622432738e-07,0.0024885045323165735,7.611050792026232e-05,0.0,0.0,494026.4
33,0.06922490033625193,0.00048567366172939626,0.06766198119977933,0.006185431558036405,7.164423991933724e-06,8.963605216153227e-07,0.0023751984605001426,0.00014981841247070459,0.0,0.0,508786.4
34,0.07002956987032175,0.00047986820582574457,0.06825828553895961,0.005553766790360862,7.069639520791009e-06,7.880954654148035e-07,0.002365159397736723,0.00013408916292634803,0.0,0.0,523557.8
35,0.0709024559571559,0.0004835485256685659,0.07517794534520976,0.00666906961672579,8.007473291617723e-06,5.299667074003018e-07,0.0025222052136834117,8.440214393089935e-05,0.0,0.0,538173.4
36,0.0716857872083598,0.0004670510715520525,0.06807489314219398,0.004805265695694813,6.9255213070568405e-06,1.155060231137411e-06,0.002297429082568994,0.00023551645156312442,0.0,0.0,552918.4
37,0.07253246044844454,0.0004911531024847753,0.07104065826254302,0.0026562602298674676,7.884686798006742e-06,6.596992499152226e-07,0.0024545296424678884,0.0001398953924040173,0.0,0.0,567629.8
38,0.0733838678426496,0.00048731203475505647,0.07403412785753302,0.004264689009626081,7.9380377406005e-06,6.939961318643095e-07,0.0024675596863510387,0.00017177761434260112,0.0,0.0,582307.4
39,0.07425382687962398,0.0005432145213851132,0.07423022030163065,0.007330776325639331,7.897066075286761e-06,8.764744221552387e-07,0.0024660457158248426,0.00019898284543305942,2e-05,4e-05,596943.0
40,0.07516894184816615,0.0005673706704472668,0.07563269210249342,0.002970585315231782,8.35995898944664e-06,1.0114081802047041e-06,0.0025817112790175057,0.0001580654442483074,2e-05,4e-05,611589.4
41,0.07605200324867889,0.0006649431130943867,0.0740578794359481,0.004882056931881446,8.191299733300978e-06,1.5179468690466268e-06,0.0025086377451526724,0.00030372414214006,2e-05,4e-05,626214.4
42,0.07688000763589282,0.000774576939396552,0.07945299993264163,0.0022969855735518302,7.899360036826843e-06,1.3495707959091482e-06,0.002373469803625971,0.0003000700805552095,2e-05,4e-05,640736.6
43,0.07781264166040686,0.0007380431409208962,0.07790188376805807,0.0061399221279986385,8.746994929576926e-06,7.828814937261285e-07,0.0026465307309018866,0.00011615744525341185,2e-05,4e-05,655322.0
44,0.07871076848261273,0.000730864806290409,0.07949108258548404,0.0039654265963298685,8.324905060679249e-06,8.306901291791833e-07,0.0025367325924623746,0.0001800432168326127,2e-05,4e-05,669837.6
45,0.07961724929218097,0.0007032143985021524,0.07763163369793134,0.004259626010814746,8.358834767833695e-06,1.1077664061662655e-06,0.0025837004879846774,0.00017692386713328778,2e-05,4e-05,684427.8
46,0.08055583423727478,0.0007666517221157863,0.08098145712326096,0.0060908921776513195,8.687330227932308e-06,7.846077510633935e-07,0.002597037335440107,0.00020809030175133992,2e-05,4e-05,698937.4
47,0.08154503379649125,0.0007782489757476603,0.0845427021940861,0.0032696058621481208,9.539123316799002e-06,5.79310472126519e-07,0.0027729397420806707,8.365322690156082e-05,2e-05,4e-05,713425.4
48,0.08252121680910181,0.0007890179925969179,0.07974110683900477,0.0038791788703574745,8.708455904668172e-06,5.448050167646224e-07,0.0026507649554341553,7.777137662561687e-05,2e-05,4e-05,727956.6
49,0.08346218380443747,0.0008128961606590304,0.083611795240882,0.0030531561890498756,8.815896807573987e-06,4.646425573280796e-07,0.0026684308007629744,7.079808903252747e-05,6.000000000000001e-05,4.898979485566356e-05,742453.8
50,0.08439358620975608,0.0008926130293077855,0.08518833966490133,0.0026443901065848208,8.565115361554922e-06,3.8111943171618326e-07,0.0025446555001234035,0.00015183599370770717,6.000000000000001e-05,4.898979485566356e-05,756912.2
51,0.08524425059529672,0.0009868848164203967,0.0820810352070149,0.004375242644881892,7.872389077943112e-06,9.208500242506164e-07,0.002436418438339081,0.0002521731920666619,6.000000000000001e-05,4.898979485566356e-05,771406.4
52,0.08623679473843575,0.0010625825731076653,0.0865021450253266,0.008175689746851707,9.58211502349231e-06,1.926829027225852e-06,0.0027690817374174904,0.0002721711530957364,6.000000000000001e-05,4.898979485566356e-05,785795.6
53,0.08723854026197961,0.0009944069197677147,0.08573000686008173,0.0049678089556126495,9.3858853611193e-06,9.138351542065273e-07,0.002709742708915138,0.00019075849922585908,6.000000000000001e-05,4.898979485566356e-05,800240.8
