iteration;state_coverage;state_entropy;reward_mean;reward_std;model_tv_mean;model_tv_max
0;0.07760532150776053;0.3205172793793012;3.05004262777485e-07;0.000434872305277793;0.0;0.0
1;0.07760532150776053;0.32051832909496086;3.050202294228756e-07;0.0004348838521669565;0.0;0.0
2;0.07760532150776053;0.3205193788523637;3.0503619750134944e-07;0.0004348953997942008;0.0;0.0
3;0.07760532150776053;0.3205204286515133;3.0505216701308885e-07;0.00043490694815960046;0.0;0.0
4;0.07760532150776053;0.32052147849241247;3.0506813795827456e-07;0.0004349184972632293;0.0;0.0
5;0.07760532150776053;0.3205225290356997;3.050841203879101e-07;0.0004349300543729522;0.0;0.0
6;0.07760532150776053;0.32052358150944343;3.05100132988247e-07;0.0004349416329999036;0.0;0.0
7;0.07760532150776053;0.32052463485612953;3.0511615967323614e-07;0.0004349532215111268;0.0;0.0
8;0.07760532150776053;0.32052568824487254;3.05132187802038e-07;0.0004349648107659213;0.0;0.0
9;0.07760532150776053;0.3205267416756762;3.051482173748349e-07;0.0004349764007643613;0.0;0.0
10;0.07760532150776053;0.3205277951485432;3.051642483918112e-07;0.0004349879915065224;0.0;0.0
11;0.07760532150776053;0.320528848663477;3.051802808531508e-07;0.00043499958299248007;0.0;0.0
12;0.07760532150776053;0.32052990449915997;3.0519634943874004e-07;0.00043501120029479406;0.0;0.0
13;0.07760532150776053;0.32053096037711026;3.052124194755008e-07;0.0004350228183444097;0.0;0.0
14;0.07760532150776053;0.32053201629733147;3.052284909636187e-07;0.00043503443714140315;0.0;0.0
15;0.07760532150776053;0.3205330722598267;3.052445639032779e-07;0.00043504605668584945;0.0;0.0
16;0.07760532150776053;0.3205341282680236;3.0526063834679774e-07;0.0004350576770155122;0.0;0.0
17;0.07760532150776053;0.3205351843185014;3.052767142422416e-07;0.00043506929809278635;0.0;0.0
18;0.07760532150776053;0.3205362404112635;3.05292791589794e-07;0.0004350809199177472;0.0;0.0
19;0.07760532150776053;0.32053729654631263;3.0530887038964e-07;0.00043509254249047045;0.0;0.0
20;0.07760532150776053;0.3205383527236521;3.05324950641965e-07;0.00043510416581103196;0.0;0.0
21;0.07760532150776053;0.3205394089432857;3.0534103234695385e-07;0.0004351157898795074;0.0;0.0
22;0.07760532150776053;0.320540465205216;3.0535711550479166e-07;0.00043512741469597233;0.0;0.0
23;0.07760532150776053;0.3205415215094464;3.0537320011566373e-07;0.00043513904026050253;0.0;0.0
24;0.07760532150776053;0.3205425778559803;3.0538928617975555e-07;0.00043515066657317386;0.0;0.0
25;0.07760532150776053;0.32054363424482074;3.054053736972522e-07;0.0004351622936340621;0.0;0.0
26;0.07760532150776053;0.3205446906759709;3.0542146266833817e-07;0.00043517392144324236;0.0;0.0
27;0.07760532150776053;0.3205457471494343;3.054375530932001e-07;0.00043518555000079126;0.0;0.0
28;0.07760532150776053;0.32054680366521376;3.0545364497202315e-07;0.00043519717930678466;0.0;0.0
29;0.07760532150776053;0.320547860223313;3.0546973830499205e-07;0.0004352088093612977;0.0;0.0
30;0.07760532150776053;0.3205489168237349;3.054858330922929e-07;0.0004352204401644067;0.0;0.0
31;0.07760532150776053;0.3205499734664824;3.055019293341103e-07;0.0004352320717161869;0.0;0.0
32;0.07760532150776053;0.3205510301515593;3.055180270306304e-07;0.00043524370401671464;0.0;0.0
33;0.07760532150776053;0.32055208687896863;3.055341261820384e-07;0.00043525533706606544;0.0;0.0
34;0.07760532150776053;0.3205531436487134;3.055502267885201e-07;0.0004352669708643155;0.0;0.0
35;0.07760532150776053;0.32055420046079713;3.0556632885026107e-07;0.00043527860541154055;0.0;0.0
36;0.07760532150776053;0.320555257315223;3.055824323674466e-07;0.0004352902407078161;0.0;0.0
37;0.07760532150776053;0.320556314211994;3.0559853734026237e-07;0.00043530187675321834;0.0;0.0
38;0.07760532150776053;0.3205573711511136;3.056146437688945e-07;0.00043531351354782335;0.0;0.0
39;0.07760532150776053;0.3205584281325849;3.0563075165352815e-07;0.0004353251510917066;0.0;0.0
40;0.07760532150776053;0.32055948515641147;3.056468609943497e-07;0.00043533678938494465;0.0;0.0
41;0.07760532150776053;0.3205605422225959;3.056629717915437e-07;0.00043534842842761235;0.0;0.0
42;0.07760532150776053;0.32056159933114214;3.056790840452974e-07;0.0004353600682197868;0.0;0.0
43;0.07760532150776053;0.32056265648205273;3.056951977557958e-07;0.0004353717087615433;0.0;0.0
44;0.07760532150776053;0.3205637136753311;3.0571131292322414e-07;0.0004353833500529574;0.0;0.0
45;0.07760532150776053;0.32056477091098107;3.057274295477697e-07;0.00043539499209410606;0.0;0.0
46;0.07760532150776053;0.32056582818900525;3.0574354762961784e-07;0.0004354066348850649;0.0;0.0
47;0.07760532150776053;0.32056688550940693;3.0575966716895424e-07;0.0004354182784259095;0.0;0.0
48;0.07760532150776053;0.32056794287218954;3.057757881659651e-07;0.0004354299227167164;0.0;0.0
49;0.07760532150776053;0.32056900027735613;3.0579191062083585e-07;0.00043544156775756097;0.0;0.0
50;0.07760532150776053;0.32057005772491;3.058080345337532e-07;0.0004354532135485196;0.0;0.0
51;0.07760532150776053;0.32057111521485443;3.0582415990490316e-07;0.0004354648600896686;0.0;0.0
52;0.07760532150776053;0.32057217274719246;3.058402867344714e-07;0.0004354765073810834;0.0;0.0
