# iterations;evaluations;p_advantages;m_advantages;p_dist_sup;p_dist_mean;m_dist_sup;m_dist_mean;alfa;beta;p_change;m_change;bound;adv_budget;adv_disadvantage;adv_dist_sup;adv_dist_mean
1.387000000000000000000000000000e+03;3.593294166884179574594782025088e+00;1.706746042645555794248224401599e-01;3.455500263190046661421206408704e-01;2.000000000000000000000000000000e+00;1.130961503441126669855520958663e+00;1.199275891474762989474811547552e+00;7.999160796693688402214661437029e-01;0.000000000000000000000000000000e+00;3.843595675721941289440519717857e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.481560672151750829295124844975e-03;1.720470140289088708043796493996e-03;1.557142087910550658572117477263e-03;3.440940280578286269985710532637e-03;3.440940280578122772298099718569e-03
1.388000000000000000000000000000e+03;3.594462686814093643761225393973e+00;1.706446122782045993204746991978e-01;3.453260246999917959520587373845e-01;2.000000000000000000000000000000e+00;1.130892580159831517505608644569e+00;1.198814938311716149499375205778e+00;7.995212926804409203640489067766e-01;0.000000000000000000000000000000e+00;3.844478397387589979627975367293e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.485930933956779942395343141470e-03;1.721143323832875510898121618197e-03;1.557804029980374609445914479977e-03;3.442286647665760996456230103036e-03;3.442286647665672525558955285874e-03
1.389000000000000000000000000000e+03;3.595630724109984299730058410205e+00;1.706147115514445866679693608603e-01;3.451021945153956993479482662224e-01;2.000000000000000000000000000000e+00;1.130823736145970759281453865697e+00;1.198354056498435626920695540321e+00;7.991266664309431000390304689063e-01;0.000000000000000000000000000000e+00;3.845362117674842915640565088609e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.490304564228204627085450084678e-03;1.721816770779131203911171965615e-03;1.558466371534637578619153508441e-03;3.443633541558225544948479424079e-03;3.443633541558153120243357392383e-03
1.390000000000000000000000000000e+03;3.596798279271918197252944082720e+00;1.705849018864741828416242697131e-01;3.448785354938070923935811151750e-01;2.000000000000000000000000000000e+00;1.130754971271628050999424885958e+00;1.197893245969193554145704183611e+00;7.987322007513951716006772585388e-01;0.000000000000000000000000000000e+00;3.846246836751253243315284979786e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.494681565686689722616264930366e-03;1.722490481230920696120723079048e-03;1.559129112651424673915978580396e-03;3.444980962461885627690083566677e-03;3.444980962461743380365053468495e-03
1.391000000000000000000000000000e+03;3.597965352799054272736611892469e+00;1.705551830860196904637859915965e-01;3.446550473644749423840494273463e-01;2.000000000000000000000000000000e+00;1.130686285409145064306812855648e+00;1.197432506658386186515485860582e+00;7.983378954726317866530393985158e-01;0.000000000000000000000000000000e+00;3.847132554786682917015439020503e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.499061941053936565515503076540e-03;1.723164455291347494161890985254e-03;1.559792253407960146635580223062e-03;3.446328910582635574044729764864e-03;3.446328910582550138913537907115e-03
1.392000000000000000000000000000e+03;3.599131945189617098890266788658e+00;1.705255549533476466805836935237e-01;3.444317298573043584219988133555e-01;2.000000000000000000000000000000e+00;1.130617678431125039395510611939e+00;1.196971838500533458216068538604e+00;7.979437504258035662729753312306e-01;0.000000000000000000000000000000e+00;3.848019271953289147103483003320e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.503445693055649366731696403576e-03;1.723838693063556087511911663057e-03;1.560455793883443881275852049839e-03;3.447677386127306030372263734307e-03;3.447677386127191104941980270837e-03
1.393000000000000000000000000000e+03;3.600298056940940405468154494883e+00;1.704960172922451722143932784093e-01;3.442085827028540934158229447348e-01;2.000000000000000000000000000000e+00;1.130549150210426567753074778011e+00;1.196511241430280092501448052644e+00;7.975497654423738813633804056735e-01;0.000000000000000000000000000000e+00;3.848906988425522231536679562680e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.507832824415840114462561416531e-03;1.724513194650731514809272049149e-03;1.561119734153127098022495466978e-03;3.449026389301510300833264466291e-03;3.449026389301426166744679591147e-03
1.394000000000000000000000000000e+03;3.601463688549430663954353804002e+00;1.704665699070369022649629187072e-01;3.439856056323353783454876975156e-01;2.000000000000000000000000000000e+00;1.130480700620168033054824263672e+00;1.196050715382392937158329004887e+00;7.971559403541195187870016525267e-01;0.000000000000000000000000000000e+00;3.849795704380134771585564301688e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.512223337864698147203768030522e-03;1.725187960156098713332406546783e-03;1.561784074296844590165611599275e-03;3.450375920312430746972331974121e-03;3.450375920312236024262153577524e-03
1.395000000000000000000000000000e+03;3.602628840510594621093787282007e+00;1.704372126025693878759170729609e-01;3.437627983776083695488523517270e-01;2.000000000000000000000000000000e+00;1.130412329533725168673186090018e+00;1.195590260291762962907569090021e+00;7.967622749931311254556476342259e-01;0.000000000000000000000000000000e+00;3.850685419996150229970943712487e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.516617236130770887680974112754e-03;1.725862989682923603201869511281e-03;1.562448814391325128611565098424e-03;3.451725979365947820365345677374e-03;3.451725979365857614744594883405e-03
1.396000000000000000000000000000e+03;3.603793513319024199859086365905e+00;1.704079451842155368268549864297e-01;3.435401606711840916119626854197e-01;2.000000000000000000000000000000e+00;1.130344036824730391543880614336e+00;1.195129876093403487047339694982e+00;7.963687691918104327726268820697e-01;0.000000000000000000000000000000e+00;3.851576135454912262062743266711e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.521014521946991139567106898767e-03;1.726538283334512220018597261628e-03;1.563113954514291697658889823686e-03;3.453076566669200514470006169176e-03;3.453076566668947244842513555341e-03
1.397000000000000000000000000000e+03;3.604957707468409822126886865590e+00;1.703787674578724486984526720335e-01;3.433176922462174429639958361804e-01;2.000000000000000000000000000000e+00;1.130275822367069915586057504697e+00;1.194669562722450395497730823990e+00;7.959754227828685912982109584846e-01;0.000000000000000000000000000000e+00;3.852467850940037553085504296035e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.525415198047089679334042955361e-03;1.727213841214210714863908080474e-03;1.563779494744507682010836724373e-03;3.454427682428535921477230630217e-03;3.454427682428414490833912253720e-03
1.398000000000000000000000000000e+03;3.606121423451547958194396414910e+00;1.703496792299576678697548004493e-01;3.430953928365069183215041448420e-01;2.000000000000000000000000000000e+00;1.130207686034887748505184390524e+00;1.194209320114161920756146173517e+00;7.955822355993287242625910948846e-01;0.000000000000000000000000000000e+00;3.853360566637409312905349079159e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.529819267166892829412638832309e-03;1.727889663425406221661240202536e-03;1.564445435158690793711611100036e-03;3.455779326850924766667549903332e-03;3.455779326850803336024231526835e-03
1.399000000000000000000000000000e+03;3.607284661760322919121790619101e+00;1.703206803074121533647655724053e-01;3.428732621764956078891373181250e-01;2.000000000000000000000000000000e+00;1.130139627702581250900948361959e+00;1.193749148203917975763488357188e+00;7.951892074745221528075944661396e-01;0.000000000000000000000000000000e+00;3.854254282735227149329915175002e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.534226732043920869708042431512e-03;1.728565750071525556133544831994e-03;1.565111775834666582585263938654e-03;3.457131500143045474415792739364e-03;3.457131500142966544497635794642e-03
1.400000000000000000000000000000e+03;3.608447422885729061192705557914e+00;1.702917704976918689130371831197e-01;3.426513000012647580660996027291e-01;2.000000000000000000000000000000e+00;1.130071647244802468534885520057e+00;1.193289046927220375948763830820e+00;7.947963382420899502989186657942e-01;0.000000000000000000000000000000e+00;3.855148999423939305472575078682e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.538637595418990922091495576751e-03;1.729242101256037167367196616397e-03;1.565778516851153330524670792556e-03;3.458484202512226556719410197616e-03;3.458484202512101656629139867505e-03
1.401000000000000000000000000000e+03;3.609609707317859239594781683991e+00;1.702629496087723071084951698140e-01;3.424295060465347151357207167166e-01;2.000000000000000000000000000000e+00;1.130003744536456355973541576532e+00;1.192829016219691951050663192291e+00;7.944036277359804998354775307234e-01;0.000000000000000000000000000000e+00;3.856044716896287654142594369944e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.543051860033196796828658392542e-03;1.729918717082448535726779681454e-03;1.566445658285198130194038057539e-03;3.459837434165282613746095208285e-03;3.459837434165054063928135263950e-03
1.402000000000000000000000000000e+03;3.610771515545921683809638125240e+00;1.702342174491430493166177484454e-01;3.422078800486640925981873806450e-01;2.000000000000000000000000000000e+00;1.129935919452700776588471853756e+00;1.192369056017076545117561181542e+00;7.940110757904479399371666659135e-01;0.000000000000000000000000000000e+00;3.856941435347315829361425354449e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.547469528628989725305142854950e-03;1.730595597654309425461605087548e-03;1.567113200213629499099599051704e-03;3.461191195308847400741170119431e-03;3.461191195308655280116205688046e-03
1.403000000000000000000000000000e+03;3.611932848058229339471836283337e+00;1.702055738278065166735331104064e-01;3.419864217446428322766394103382e-01;2.000000000000000000000000000000e+00;1.129868171868946280511636359734e+00;1.191909166255238794462911755545e+00;7.936186822400550511247274698690e-01;0.000000000000000000000000000000e+00;3.857839154974292248008460592956e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.551890603953220197641638122832e-03;1.731272743075208632099193373222e-03;1.567781142715415519314769987602e-03;3.462545486150537393799098140335e-03;3.462545486150425070454028642075e-03
1.404000000000000000000000000000e+03;3.613093705342197203833620733349e+00;1.701770185542807456435809854156e-01;3.417651308720940916963115796534e-01;2.000000000000000000000000000000e+00;1.129800501660854772367770237906e+00;1.191449346870163461531433313212e+00;7.932264469196683709384387839236e-01;0.000000000000000000000000000000e+00;3.858737875976778956658985730854e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.556315088753548819822114523959e-03;1.731950153448775500328316034881e-03;1.568449485868180295899954046490e-03;3.463900306897732712940740640306e-03;3.463900306897580924636592669685e-03
1.405000000000000000000000000000e+03;3.614254087884367194760670827236e+00;1.701485514385884800780956993549e-01;3.415440071692737444841725391598e-01;2.000000000000000000000000000000e+00;1.129732908704337290828334516846e+00;1.190989597797955656943713620421e+00;7.928343696644588600719316673349e-01;0.000000000000000000000000000000e+00;3.859637598556626210573317070640e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.560742985778662286766582667497e-03;1.732627828878681441882037006508e-03;1.569118229749278618095909010322e-03;3.465255657757383700445785734701e-03;3.465255657757363317444943007217e-03
1.406000000000000000000000000000e+03;3.615413996170389943074496841291e+00;1.701201722912670522003253381627e-01;3.413230503750644406757430715516e-01;2.000000000000000000000000000000e+00;1.129665392875558893592824460939e+00;1.190529918974840617451604884991e+00;7.924424503099040117959361850808e-01;0.000000000000000000000000000000e+00;3.860538322917921516194694753210e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.565174297780739291752194475293e-03;1.733305769468636466090760706038e-03;1.569787374436673946243026023240e-03;3.466611538937310228736254913429e-03;3.466611538937251681818940696189e-03
1.407000000000000000000000000000e+03;3.616573430685034118425846827449e+00;1.700918809233560868854340242251e-01;3.411022602289761618266084042261e-01;2.000000000000000000000000000000e+00;1.129597954050931329916807044356e+00;1.190070310337162595715199131519e+00;7.920506886917817457316459694994e-01;0.000000000000000000000000000000e+00;3.861440049267037878145958362808e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.569609027512897013456605321835e-03;1.733983975322392432488749491881e-03;1.570456920008272061126120000552e-03;3.467967950644829100426136392343e-03;3.467967950644767517742739215691e-03
1.408000000000000000000000000000e+03;3.617732391912189093829965713667e+00;1.700636771464042462653765142022e-01;3.408816364711427793210418712988e-01;2.000000000000000000000000000000e+00;1.129530592107116593325599751552e+00;1.189610771821384638258223276353e+00;7.916590846461739605643970207893e-01;0.000000000000000000000000000000e+00;3.862342777812594225850251206111e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.574047177730352513325140506595e-03;1.734662446543741749771516680312e-03;1.571126866541610982153098774461e-03;3.469324893087488703713461291045e-03;3.469324893087450106116120807087e-03
1.409000000000000000000000000000e+03;3.618890880334863169309755903669e+00;1.700355607724631235022627606668e-01;3.406611788423236641953906200797e-01;2.000000000000000000000000000000e+00;1.129463306921025145257431177015e+00;1.189151303364089251601853902685e+00;7.912676380094638695084086066345e-01;0.000000000000000000000000000000e+00;3.863246508765496613213574761403e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.578488751190649116984410227360e-03;1.735341183236516291593654059966e-03;1.571797214114631618259165790619e-03;3.470682366473054700911626824222e-03;3.470682366473009164420382433036e-03
1.410000000000000000000000000000e+03;3.620048896435194230036813678453e+00;1.700075316140861603209089025768e-01;3.404408870838968592664741663611e-01;2.000000000000000000000000000000e+00;1.129396098369814138706601625017e+00;1.188691904901977736130902485456e+00;7.908763486183352231506660245941e-01;0.000000000000000000000000000000e+00;3.864151242338886176920509374355e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.582933750652750021226111698525e-03;1.736020185504590215494480354153e-03;1.572467962804843799595744258113e-03;3.472040371009151374370738096786e-03;3.472040371009127088242074421487e-03
1.411000000000000000000000000000e+03;3.621206440694439088190392794786e+00;1.699795894843267318741197868803e-01;3.402207609378605224215164071211e-01;2.000000000000000000000000000000e+00;1.129328966330890748892556985084e+00;1.188232576371869075870790766203e+00;7.904852163097729755847353771969e-01;0.000000000000000000000000000000e+00;3.865056978748170036196130094908e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.587382178878369694274841350534e-03;1.736699453451877360812827255643e-03;1.573139112690623633850073304075e-03;3.473398906903772502541283273558e-03;3.473398906903762527881296406917e-03
1.412000000000000000000000000000e+03;3.622363513592990358347378787585e+00;1.699517341967408945446749157782e-01;3.400008001468310947501549890148e-01;2.000000000000000000000000000000e+00;1.129261910681905733966345906083e+00;1.187773317710700826665970453178e+00;7.900942409210607308978069340810e-01;0.000000000000000000000000000000e+00;3.865963718211020208603834191763e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.591834038630048332729760574011e-03;1.737378987182332549729646409276e-03;1.573810663848874882159156740613e-03;3.474757974364624767138476357786e-03;3.474757974364622598734131386777e-03
1.413000000000000000000000000000e+03;3.623520115610362246627573767910e+00;1.699239655653781988497996735532e-01;3.397810044540392482304014265537e-01;2.000000000000000000000000000000e+00;1.129194931300758542036533071951e+00;1.187314128855528228001503521227e+00;7.897034222897818533937197571504e-01;0.000000000000000000000000000000e+00;3.866871460947344336586684043766e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.596289332674036706705145149954e-03;1.738058786799950503065836926453e-03;1.574482616358430968686588080629e-03;3.476117573600117412885301959591e-03;3.476117573599947843665525226697e-03
1.414000000000000000000000000000e+03;3.624676247225213643332608626224e+00;1.698962834047847980656342770089e-01;3.395613736033296081728849458159e-01;2.000000000000000000000000000000e+00;1.129128028065591982098681000934e+00;1.186855009743522870735432661604e+00;7.893127602538159148792829000740e-01;0.000000000000000000000000000000e+00;3.867780207179315503027150491278e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.600748063775624549509579708229e-03;1.738738852408767358165286864846e-03;1.575154970295637073610106604349e-03;3.477477704817544257309691602131e-03;3.477477704817455352731547790768e-03
1.415000000000000000000000000000e+03;3.625831908915327250753080079448e+00;1.698686875300060017401904133294e-01;3.393419073391588658417106216802e-01;2.000000000000000000000000000000e+00;1.129061200854795110615214071004e+00;1.186395960311975361634040382341e+00;7.889222546513418032887443587242e-01;0.000000000000000000000000000000e+00;3.868689957131343499889541970305e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.605210234705533881016670250119e-03;1.739419184112860235214004234194e-03;1.575827725739693515108474919373e-03;3.478838368225716133619318526371e-03;3.478838368225631565849864657025e-03
1.416000000000000000000000000000e+03;3.626987101157622905844846172840e+00;1.698411777565734248618412038923e-01;3.391226054065930028968978149351e-01;2.000000000000000000000000000000e+00;1.128994449547001233113974194566e+00;1.185936980498291326568960357690e+00;7.885319053208336148585999580973e-01;0.000000000000000000000000000000e+00;3.869600711030090549151505552317e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.609675848235271683472902282119e-03;1.740099782016346369878379007901e-03;1.576500882768789701254830148969e-03;3.480199564033014530961551713517e-03;3.480199564032827614507015212553e-03
1.417000000000000000000000000000e+03;3.628141824428167350191642981372e+00;1.698137539005143137327280555837e-01;3.389034675513081795727998724033e-01;2.000000000000000000000000000000e+00;1.128927774021085905786776493187e+00;1.185478070239994075052436528495e+00;7.881417121010609871945007398608e-01;0.000000000000000000000000000000e+00;3.870512469104483771129010527545e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.614144907135245991802730003428e-03;1.740780646223384197507355608536e-03;1.577174441458238001237401881838e-03;3.481561292446789645377291932959e-03;3.481561292446701608160886109999e-03
1.418000000000000000000000000000e+03;3.629296079202162239596418658039e+00;1.697864157783441352300712878787e-01;3.386844935195828520946292883309e-01;2.000000000000000000000000000000e+00;1.128861174156170266158483173058e+00;1.185019229474722601835878776910e+00;7.877516748310900984719751249941e-01;0.000000000000000000000000000000e+00;3.871425231585643627132964361692e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.618617414183403949157202816878e-03;1.741461776838172485770694919438e-03;1.577848401888831209385899434494e-03;3.482923553676487652547288931260e-03;3.482923553676387472266551270650e-03
1.419000000000000000000000000000e+03;3.630449865953953469954740285175e+00;1.697591632070669098730775203876e-01;3.384656830583059328176886992878e-01;2.000000000000000000000000000000e+00;1.128794649831615926061090249277e+00;1.184560458140232253043677701498e+00;7.873617933502805588119599633501e-01;0.000000000000000000000000000000e+00;3.872338998707003181708186101417e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.623093372155314392801805922772e-03;1.742143173964950551499408781808e-03;1.578522764136673812995770305179e-03;3.484286347930099295155947913827e-03;3.484286347929968323533511664891e-03
1.420000000000000000000000000000e+03;3.631603185157031621344003724516e+00;1.697319960041728803545879600279e-01;3.382470359149619132388409070700e-01;2.000000000000000000000000000000e+00;1.128728200927026303901357096038e+00;1.184101756174393837994784917100e+00;7.869720674982846331246832960460e-01;0.000000000000000000000000000000e+00;3.873253770704161193239034588487e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.627572783829726775495227997226e-03;1.742824837707999128047497983118e-03;1.579197528279764400557794168378e-03;3.485649675416035986330598461791e-03;3.485649675416000424499340937246e-03
1.421000000000000000000000000000e+03;3.632756037284028849398964666761e+00;1.697049139876383172520490916213e-01;3.380285518376425768494186741009e-01;2.000000000000000000000000000000e+00;1.128661827322248178973040921846e+00;1.183643123515194073291922904900e+00;7.865824971150496836003185308073e-01;0.000000000000000000000000000000e+00;3.874169547815012218210106720306e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.632055651989086378361726303865e-03;1.743506768171640148451517760009e-03;1.579872694397218288800410768147e-03;3.487013536343504943593174516536e-03;3.487013536343457672378454148543e-03
1.422000000000000000000000000000e+03;3.633908422806745974753539485391e+00;1.696779169759224104030437274560e-01;3.378102305750340095258366091002e-01;2.000000000000000000000000000000e+00;1.128595528897366584430983493803e+00;1.183184560100733584420140687143e+00;7.861930820408123965492563911539e-01;0.000000000000000000000000000000e+00;3.875086330279653911920489939291e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.636541979414498408640366022837e-03;1.744188965460235010707101821481e-03;1.580548262564684383266189193762e-03;3.488377930920660840996561091742e-03;3.488377930920493006500260335656e-03
1.423000000000000000000000000000e+03;3.635060342196111626833499030909e+00;1.696510047879657978597833789536e-01;3.375920718764220951335630616086e-01;2.000000000000000000000000000000e+00;1.128529305532709026138604713196e+00;1.182726065869229348237468002480e+00;7.858038221161037784057157296047e-01;0.000000000000000000000000000000e+00;3.876004118340425517660885468274e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.641031768891717999847568165706e-03;1.744871429678186963013741817008e-03;1.581224232861513923076302035042e-03;3.489742859356409487858741158561e-03;3.489742859356300633960623613916e-03
1.424000000000000000000000000000e+03;3.636211795922215550547207385534e+00;1.696241772431930361353380476430e-01;3.373740754916874085012068462675e-01;2.000000000000000000000000000000e+00;1.128463157108841041775804114877e+00;1.182267640759011584350446355529e+00;7.854147171817437156349228644103e-01;0.000000000000000000000000000000e+00;3.876922912241903529904918368487e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.645525023208720731549004057115e-03;1.745554160929939152210876862625e-03;1.581900605366328696130273634424e-03;3.491108321860106854239713669585e-03;3.491108321859924708274736104840e-03
1.425000000000000000000000000000e+03;3.637362784454310826731671113521e+00;1.695974341615027747298682925248e-01;3.371562411713043827532487739518e-01;2.000000000000000000000000000000e+00;1.128397083506566644928170717321e+00;1.181809284708525309426363492094e+00;7.850257670788416408669263546471e-01;0.000000000000000000000000000000e+00;3.877842712230898983803706325801e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.650021745152859417582469347963e-03;1.746237159319977442703542003244e-03;1.582577380155787433874126080013e-03;3.492474318640073280284319423572e-03;3.492474318640012564962660235324e-03
1.426000000000000000000000000000e+03;3.638513308260802325833083159523e+00;1.695707753632745007354998278970e-01;3.369385686663376455740603887534e-01;2.000000000000000000000000000000e+00;1.128331084606930545533032272942e+00;1.181350997656329893104043549101e+00;7.846369716487979761865290129208e-01;0.000000000000000000000000000000e+00;3.878763518556420050210908900823e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.654521937515663218554173852226e-03;1.746920424952826730174981761934e-03;1.583254557307929707640758998366e-03;3.493840849905671674946461280342e-03;3.493840849905663001329081396307e-03
1.427000000000000000000000000000e+03;3.639663367809251148798921349226e+00;1.695442006693637926328932508113e-01;3.367210577284454608992803059664e-01;2.000000000000000000000000000000e+00;1.128265160291213931031961692497e+00;1.180892779541097947770822429447e+00;7.842483307333014685980288049905e-01;0.000000000000000000000000000000e+00;3.879685331469747929834801514204e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.659025603090185249643973008915e-03;1.747603957933053326831429608035e-03;1.583932136900754322761386561069e-03;3.495207915866106219981990221868e-03;3.495207915866010376509942503276e-03
1.428000000000000000000000000000e+03;3.640812963566381732505305990344e+00;1.695177099010989341110189343453e-01;3.365037081098715132654319859284e-01;2.000000000000000000000000000000e+00;1.128199310440934688415381970117e+00;1.180434630301615550607152727025e+00;7.838598441743269695791695994558e-01;0.000000000000000000000000000000e+00;3.880608151224360416985115218580e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.663532744671817900639076981406e-03;1.748287758365265178242542454257e-03;1.584610119013288775588477186318e-03;3.496575516730594974934565044578e-03;3.496575516730542933230285740365e-03
1.429000000000000000000000000000e+03;3.641962095998088067005937773502e+00;1.694913028802836341135673592362e-01;3.362865195634470172336705218186e-01;2.000000000000000000000000000000e+00;1.128133534937847848311776033370e+00;1.179976549876781799497393876663e+00;7.834715118141378775717953431013e-01;0.000000000000000000000000000000e+00;3.881531978075965509840383749207e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.668043365056816586255994394605e-03;1.748971826354109694937055685671e-03;1.585288503722154501013319460867e-03;3.497943652708362938241748452128e-03;3.497943652708212884661076458315e-03
1.430000000000000000000000000000e+03;3.643110765569420372855802270351e+00;1.694649794291904487675282098280e-01;3.360694918425877752987673829921e-01;2.000000000000000000000000000000e+00;1.128067833663946029076896593324e+00;1.179518538205609257119022004190e+00;7.830833334952844726473131231614e-01;0.000000000000000000000000000000e+00;3.882456812282485689516442484148e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.672557467044372740694324619426e-03;1.749656162004276571328431622021e-03;1.585967291105897175942929244741e-03;3.499312324008785161921775141991e-03;3.499312324008554010018601232446e-03
1.431000000000000000000000000000e+03;3.644258972744602864679563936079e+00;1.694387393705634736740250900766e-01;3.358526247012934007329931773711e-01;2.000000000000000000000000000000e+00;1.128002206501454773857062718889e+00;1.179060595227222174585790526180e+00;7.826953090606012519714340669452e-01;0.000000000000000000000000000000e+00;3.883382654104080146210964397113e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.677075053434988381739767504541e-03;1.750340765420496484672252535120e-03;1.586646481242096669989072310614e-03;3.500681530841184222607731513222e-03;3.500681530840892355382898415428e-03
1.432000000000000000000000000000e+03;3.645406717987029310279467608780e+00;1.694125825276163732624468138965e-01;3.356359178941423215825068382401e-01;2.000000000000000000000000000000e+00;1.127936653332836325347443562350e+00;1.178602720880858045759964625177e+00;7.823074383532088171833152046020e-01;0.000000000000000000000000000000e+00;3.884309503803088400690490811229e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.681596127032334866968632525186e-03;1.751025636707540010864048163342e-03;1.587326074209964143352236121132e-03;3.502051273415243519415707140752e-03;3.502051273415064409216812535419e-03
1.433000000000000000000000000000e+03;3.646554001759259033832449858892e+00;1.693865087240280786762269826795e-01;3.354193711762965546263615124190e-01;2.000000000000000000000000000000e+00;1.127871174040787405346009109053e+00;1.178144915105865386806271999376e+00;7.819197212165118759941151438397e-01;0.000000000000000000000000000000e+00;3.885237361644121919374006424164e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.686120690641034182422064446882e-03;1.751710775970219792843640682634e-03;1.588006070086536497196205708349e-03;3.503421551940580531969704480844e-03;3.503421551940491627391560669480e-03
1.434000000000000000000000000000e+03;3.647700824523033791280113291577e+00;1.693605177839454800636787012991e-01;3.352029843034929901257612527843e-01;2.000000000000000000000000000000e+00;1.127805768508237438396690777154e+00;1.177687177841705290504137337848e+00;7.815321574941982429862719072844e-01;0.000000000000000000000000000000e+00;3.886166227893967078238501855481e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.690648747067690235712511537258e-03;1.752396183313388589031234232607e-03;1.588686468949549509405150260477e-03;3.504792366626797994744180186899e-03;3.504792366626755494019018755125e-03
1.435000000000000000000000000000e+03;3.648847186739259562671122694155e+00;1.693346095319772648402079084917e-01;3.349867570320455012478078060667e-01;2.000000000000000000000000000000e+00;1.127740436618350994280035592965e+00;1.177229509027950093980052770348e+00;7.811447470302401718811324826675e-01;0.000000000000000000000000000000e+00;3.887096102821626904602614338557e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.695180299121929690109311650303e-03;1.753081858841940357529587402041e-03;1.589367270877823593716593464364e-03;3.506163717683872041441794920047e-03;3.506163717683840816419227337519e-03
1.436000000000000000000000000000e+03;3.649993088868033197513796039857e+00;1.693087837931953609782453895605e-01;3.347706891188427791306025937956e-01;2.000000000000000000000000000000e+00;1.127675178254522458942687990202e+00;1.176771908604283156662972942286e+00;7.807574896688898036245518596843e-01;0.000000000000000000000000000000e+00;3.888026986698334629653783789394e-04;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;-5.699715349614776528641701958122e-03;1.753767802660811340326185714389e-03;1.590048475949532328851954154914e-03;3.507535605321655206717545993911e-03;3.507535605321644364695821138866e-03
