# iterations;evaluations;p_advantages;m_advantages;p_dist_sup;p_dist_mean;m_dist_sup;m_dist_mean;alfa;beta;p_change;m_change;bound;w_current[0];w_current[1];w_current[2];w_current[3];w_target[0];w_target[1];w_target[2];w_target[3]
0.000000000000000000000000000000e+00;4.576153152000339563443276347243e-02;3.936758684969744737092156583458e-02;9.919565669673697551333990674038e-05;2.000000000000000000000000000000e+00;1.452932747734294594010862056166e+00;8.000000000000000444089209850063e-01;1.120166893948165709460340622172e-01;1.505292080261163255305856267796e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;2.962985835192154650350598865671e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.000000000000000000000000000000e+00;4.627581724114616240628450327677e-02;3.950613446836270803430579690030e-02;9.172549888077063116095105632652e-05;2.000000000000000000000000000000e+00;1.417511009133154420425171338138e+00;8.000000000000000444089209850063e-01;1.119824834067726926356556305109e-01;1.548337356183597914374705517560e-03;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;3.058441189788921354183320877596e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
2.000000000000000000000000000000e+00;4.679585779935650086125420443750e-02;3.964698435635242990127125040090e-02;8.397557429633015842369847536730e-05;1.996903325287632480211641450296e+00;1.415141911976455446620093425736e+00;8.000000000000000444089209850063e-01;1.119470572010539261009753886356e-01;1.558872573613791440508280494726e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;3.090229826980641953011741396296e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
3.000000000000000000000000000000e+00;4.732169951562446852388887919005e-02;3.978709161503660857173159115519e-02;7.610622899958029098557016345339e-05;1.993790407461683678036479250295e+00;1.412757132900164247502061698469e+00;8.000000000000000444089209850063e-01;1.119111446457167757806416830135e-01;1.569468752968728245122953524060e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;3.122229853065202183565532423337e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.000000000000000000000000000000e+00;4.785338847605231926696234268093e-02;3.992642893758206745769001599911e-02;6.811677378085565653671046293383e-05;1.990661215717203669228752005438e+00;1.410356617012804569810668908758e+00;8.000000000000000444089209850063e-01;1.118747414792013172846196766841e-01;1.580125796078738235547755941468e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;3.154439015478901835957264987442e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
5.000000000000000000000000000000e+00;4.839097051181165398681116585067e-02;4.006496881359155465274213270277e-02;6.000654044068217730402425846847e-05;1.987515720578995503942110190110e+00;1.407940310800479544184327096445e+00;8.000000000000000444089209850063e-01;1.118378434486194950014947835371e-01;1.590843594827377012121405464029e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;3.186854950703036699509104745509e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
6.000000000000000000000000000000e+00;4.893449117876449983022268952482e-02;4.020268353728273513780777648208e-02;5.177488252069200528986125942055e-05;1.984353893925293821354216561303e+00;1.405508162165491237161063509120e+00;8.000000000000000444089209850063e-01;1.118004463111469670710818036241e-01;1.601622031087028595955357168634e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;3.219475183106592025908399001821e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
7.000000000000000000000000000000e+00;4.948399573675623525081945786042e-02;4.033954521596593012500164832090e-02;4.342117603713127279609074182787e-05;1.981175709011309793439181703434e+00;1.403060120465107640796986743226e+00;8.000000000000000444089209850063e-01;1.117625458354393891413636197285e-01;1.612460976659724470189116729557e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;3.252297123847276911264708720850e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
8.000000000000000000000000000000e+00;5.003952912858727897216226665478e-02;4.047552577882092966765625874359e-02;3.494482021635248857743816230936e-05;1.977981140492622857962601301551e+00;1.400596136550478876259262506210e+00;8.000000000000000444089209850063e-01;1.117241378030734422210912271112e-01;1.623360293223363249107138450711e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;3.285318069833827620560354199064e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
9.000000000000000000000000000000e+00;5.060113595867191116361993863393e-02;4.061059698597213607484945896431e-02;2.634523823165577636508383196912e-05;1.974770164448402365309220840572e+00;1.398116162805671303104304570297e+00;8.000000000000000444089209850063e-01;1.116852180100128821838012527223e-01;1.634319832283512470560982166035e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;3.318535202752364898825046535258e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
