# iterations;evaluations;p_advantages;m_advantages;p_dist_sup;p_dist_mean;m_dist_sup;m_dist_mean;alfa;beta;p_change;m_change;bound;w_current[0];w_current[1];w_target[0];w_target[1]
2.500000000000000000000000000000e+01;6.236904243107674328250311646116e-02;4.293563417665575976389646939424e-02;1.580490215677384305270614106576e-04;1.526957520916670585364727230626e+00;1.328363288364649230643976807187e+00;8.000000000000000444089209850063e-01;1.108564363001541819286899226427e-01;2.046074589064755030326514528838e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.392475502711780746285114007676e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00
2.600000000000000000000000000000e+01;6.313265829188906275160064751617e-02;4.305846071127932689348583039646e-02;1.703348814249813010686385172932e-04;1.523833251934541888061858116998e+00;1.325308670789552056845650440664e+00;8.000000000000000444089209850063e-01;1.108013042483727561560158392240e-01;2.060350457547620740134108885400e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.435775961389029159670852053843e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00
2.700000000000000000000000000000e+01;6.390449034310641263090246866341e-02;4.317940278156966876776934327609e-02;1.827746862374176619291110679200e-04;1.520693621396692174485565374198e+00;1.322235349420373573536835465347e+00;8.000000000000000444089209850063e-01;1.107454612366437496362436831987e-01;2.074677864228218100717260341526e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.479167557075847924978259650963e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00
2.800000000000000000000000000000e+01;6.468457000699379122465870750602e-02;4.329842186691847116808418149958e-02;1.953680801397414856963863361017e-04;1.517538672002107347225319244899e+00;1.319143349539838805384306397173e+00;8.000000000000000444089209850063e-01;1.106889034212229366849200573597e-01;2.089055719900990201048918137872e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.522640793188606212231125947021e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00
2.900000000000000000000000000000e+01;6.547292709261950949262143240048e-02;4.341547971047873821781593051128e-02;2.081146446533800955808884980414e-04;1.514368449159190443964462247095e+00;1.316032700397341770326420373749e+00;8.000000000000000444089209850063e-01;1.106316270635521320508942721972e-01;2.103482915168950438677963887812e-03;0.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.566185991242811766143219753822e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00
3.000000000000000000000000000000e+01;6.626958975463027867736087728190e-02;4.353053834588528625548775607967e-02;2.210138979404316925472806509845e-04;1.511183000999113179574351306655e+00;1.312903435255587947239064305904e+00;8.000000000000000444089209850063e-01;1.105736285334700252924733376858e-01;2.117958320883519488658786045221e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.609793295110343899984375881651e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00
3.100000000000000000000000000000e+01;6.707458445250860656905445011944e-02;4.364356012413332652766229102781e-02;2.340652941037172805535671038513e-04;1.507982378387769273331286967732e+00;1.309755591435366683938923415553e+00;8.000000000000000444089209850063e-01;1.105149043124050156627902197215e-01;2.132480788609065602140502093675e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.653452675560950068918766864279e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00
3.200000000000000000000000000000e+01;6.788793591036573760177930125792e-02;4.375450774058427250157166099598e-02;2.472682225348193257342954698430e-04;1.504766634936296254565490926325e+00;1.306589210358396480060605426843e+00;8.000000000000000444089209850063e-01;1.104554509965483127809093844007e-01;2.147049151112119611678474839778e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.697153935087507289816016742279e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00
3.300000000000000000000000000000e+01;6.870966707732881206815989116876e-02;4.386334426206488223964896633333e-02;2.606220073119299373252955032143e-04;1.501535827010134438452837457589e+00;1.303404337588133898861997295171e+00;8.000000000000000444089209850063e-01;1.103952653000009748174292667500e-01;2.161662222875036527131031860449e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.740886713013408551749272579201e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00
3.400000000000000000000000000000e+01;6.953979908857794989263112483968e-02;4.397003315402724099580922256791e-02;2.741259066492979104903704445917e-04;1.498290013736593317972278782690e+00;1.300201022868483047290055765188e+00;8.000000000000000444089209850063e-01;1.103343440578934131490740355730e-01;2.176318800633968413710261913252e-03;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.784640490880419453614477709458e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00
