# iterations;evaluations;p_advantages;m_advantages;p_dist_sup;p_dist_mean;m_dist_sup;m_dist_mean;alfa;beta;p_change;m_change;bound;w_current[0];w_current[1];w_target[0];w_target[1]
3.900000000000000000000000000000e+01;4.526851882534495274956753974038e-02;nan;9.866486146646122486723873290515e-05;nan;nan;7.957362593657404392644139079493e-01;1.114166215345872984476827127764e-01;nan;1.373910233071884000755763510782e-04;nan;1.000000000000000000000000000000e+00;6.777833140669544266267431835470e-09;5.027331672832602293965464923531e-01;4.972668327167397706034535076469e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.000000000000000000000000000000e+01;4.526863903384197723722692785486e-02;nan;9.865125161937897966049626496954e-05;nan;nan;7.956269323467834997387626572163e-01;1.114012355652366365044159124409e-01;nan;1.374099233388779430723586338914e-04;nan;1.000000000000000000000000000000e+00;6.777830461151612361555497725469e-09;5.028014966806227947770935315930e-01;4.971985033193772052229064684070e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.100000000000000000000000000000e+01;4.526875924231117676033164798355e-02;nan;9.863764178664314154557080094321e-05;nan;nan;7.955176053110033507209664094262e-01;1.113858496151840238308494690500e-01;nan;1.374288285703111707394125096116e-04;nan;1.000000000000000000000000000000e+00;6.777827781838171084795247799083e-09;5.028698260885008375353777410055e-01;4.971301739114991624646222589945e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.200000000000000000000000000000e+01;4.526887945075254437998779621921e-02;nan;9.862403196824566032133163595574e-05;nan;nan;7.954082782583984378987906893599e-01;1.113704636844295298159224216761e-01;nan;1.374477390036231753099593699829e-04;nan;1.000000000000000000000000000000e+00;6.777825102728208794097529703467e-09;5.029381555068954678944237457472e-01;4.970618444931045876167274855106e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.300000000000000000000000000000e+01;4.526899965916605927951366084017e-02;nan;9.861042216418237536194185688387e-05;nan;nan;7.952989511889669849153960967669e-01;1.113550777729726687370614968131e-01;nan;1.374666546409563673818848839048e-04;nan;1.000000000000000000000000000000e+00;6.777822423821286256557077780924e-09;5.030064849358075740326512459433e-01;4.969935150641924259673487540567e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.400000000000000000000000000000e+01;4.526911986755173533669704966087e-02;nan;9.859681237445872123079104731858e-05;nan;nan;7.951896241027076595031530814595e-01;1.113396918808132879386008085021e-01;nan;1.374855754844672250762627196963e-04;nan;1.000000000000000000000000000000e+00;6.777819745118248023579308672712e-09;5.030748143752381551507824042346e-01;4.969251856247617893380663645075e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.500000000000000000000000000000e+01;4.526924007590958642932577049578e-02;nan;9.858320259907265149627864087023e-05;nan;nan;7.950802969996186853052222431870e-01;1.113243060079509849646939301238e-01;nan;1.375045015363033089512978524027e-04;nan;1.000000000000000000000000000000e+00;6.777817066618942721112125174765e-09;5.031431438251883214718418457778e-01;4.968568561748116230170069229644e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.600000000000000000000000000000e+01;4.526936028423961255739982334489e-02;nan;9.856959283802043921343671861734e-05;nan;nan;7.949709698796982859647641816991e-01;1.113089201543855794040993600902e-01;nan;1.375234327986107429973167137760e-04;nan;1.000000000000000000000000000000e+00;6.777814388322963376294151197467e-09;5.032114732856589611742492706981e-01;4.967885267143409278034482667863e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.700000000000000000000000000000e+01;4.526948049254179984313140039376e-02;nan;9.855598309130181333172215918381e-05;nan;nan;7.948616427429452402364518093236e-01;1.112935343201168353344243655556e-01;nan;1.375423692735416414216487179800e-04;nan;1.000000000000000000000000000000e+00;6.777811710230383608199903960282e-09;5.032798027566511844810293041519e-01;4.967201972433487044966682333325e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.800000000000000000000000000000e+01;4.526960070081617604209611727129e-02;nan;9.854237335892116486993352886259e-05;nan;nan;7.947523155893576607411432632944e-01;1.112781485051443364220347120863e-01;nan;1.375613109632562770529712325995e-04;nan;1.000000000000000000000000000000e+00;6.777809032341930508587817574536e-09;5.033481322381658795706016462645e-01;4.966518677618340094070958912198e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.900000000000000000000000000000e+01;4.526972090906274115429397397747e-02;nan;9.852876364087025389155993781998e-05;nan;nan;7.946429884189342152112089934235e-01;1.112627627094678883779010902799e-01;nan;1.375802578698979549559622270749e-04;nan;1.000000000000000000000000000000e+00;6.777806354656576719137101179856e-09;5.034164617302041566659909221926e-01;4.965835382697957323117066152918e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
