# iterations;evaluations;p_advantages;m_advantages;p_dist_sup;p_dist_mean;m_dist_sup;m_dist_mean;alfa;beta;p_change;m_change;bound;w_current[0];w_current[1];w_target[0];w_target[1]
1.900000000000000000000000000000e+01;6.006309458543276913466968380817e-02;4.252580050601476036042924988578e-02;nan;1.536959924205072436365071553155e+00;1.338117676425189417344085995865e+00;nan;nan;2.297487392203429856091245753191e-03;nan;1.000000000000000000000000000000e+00;nan;4.885124525296357809924646664612e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
2.000000000000000000000000000000e+01;6.091190307350144439446637534274e-02;4.267337181538309598405334099880e-02;nan;1.533428778156889160655396153743e+00;1.334678485729866359577044931939e+00;nan;nan;2.316723376769104329742088310695e-03;nan;0.000000000000000000000000000000e+00;nan;4.943119902512893245639935546620e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
2.100000000000000000000000000000e+01;6.177165945502369193143010761560e-02;4.281865715759786139571474450349e-02;nan;1.529876247859922600014215277042e+00;1.331213609188544921835273271427e+00;nan;nan;2.336073392518984905702472687494e-03;nan;1.000000000000000000000000000000e+00;nan;5.001376284462847297569015880825e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
2.200000000000000000000000000000e+01;6.264243312579362288339268616255e-02;4.296159622881492307078232784079e-02;nan;1.526302344663450272221894010727e+00;1.327723023299869575808429544850e+00;nan;nan;2.355536521271889890266626466087e-03;nan;1.000000000000000000000000000000e+00;nan;5.059880446455512341972018952596e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
2.300000000000000000000000000000e+01;6.352429134796186427358577475388e-02;4.310212889748504111464555421662e-02;nan;1.522707083748092715680400033307e+00;1.324206710244267171106002933811e+00;nan;nan;2.375111811929217497940669545642e-03;nan;0.000000000000000000000000000000e+00;nan;5.118618773185620472385148893579e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
2.400000000000000000000000000000e+01;6.441729916656774301841892338416e-02;4.324019525227196236727422729018e-02;nan;1.519090484167374466295541424188e+00;1.320664657995846313909282798704e+00;nan;nan;2.394798280920781494152116408713e-03;nan;0.000000000000000000000000000000e+00;nan;5.177577262840992507880732986791e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
2.500000000000000000000000000000e+01;6.532151932612997868865534201177e-02;4.337573565070960979195291429278e-02;nan;1.515452568887327267077580472687e+00;1.317096860432127591877815575572e+00;nan;nan;2.414594912697085819092146508069e-03;nan;0.000000000000000000000000000000e+00;nan;5.236741531834853471136584368573e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
2.600000000000000000000000000000e+01;6.623701218740889185010445316948e-02;4.350869076853992184483743699275e-02;nan;1.511793364824058016893104650080e+00;1.313503317441430562340087817574e+00;nan;nan;2.434500660268464500984864073985e-03;nan;0.000000000000000000000000000000e+00;nan;5.296096820171345852159422440408e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
2.700000000000000000000000000000e+01;6.716383564445643772344851640810e-02;4.363900164966912076369709438950e-02;nan;1.508112902879204408890245758812e+00;1.309884035027720328159261953260e+00;nan;nan;2.454514445791405614222258080304e-03;nan;1.000000000000000000000000000000e+00;nan;5.355627997451391648616250695802e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
2.800000000000000000000000000000e+01;6.810204504207444109464830717116e-02;4.376660975667726743987273607672e-02;nan;1.504411217973202763431572748232e+00;1.306239025412724519270568634965e+00;nan;nan;2.474635161202309082545403029485e-03;nan;1.000000000000000000000000000000e+00;nan;5.415319569524680625100324093957e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
2.900000000000000000000000000000e+01;6.905169309380296271960730791761e-02;4.389145702181427438626215575823e-02;nan;1.500688349076299221707131437142e+00;1.302568307135150149633773253299e+00;nan;nan;2.494861668898837054469952434488e-03;nan;1.000000000000000000000000000000e+00;nan;5.475155685792257802919566489486e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
3.000000000000000000000000000000e+01;7.001282980056341975760858531430e-02;4.401348589841144742784706522798e-02;nan;1.496944339237225918282092607114e+00;1.298871905146793626073531413567e+00;nan;nan;2.515192802468961801726221594322e-03;nan;1.000000000000000000000000000000e+00;nan;5.535120147162680216733690596875e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
3.100000000000000000000000000000e+01;7.098550237008313668063408385933e-02;4.413263941263588507890602841144e-02;nan;1.493179235609479738045024532767e+00;1.295149850905376043286310050462e+00;nan;nan;2.535627367467664303180008289473e-03;nan;1.000000000000000000000000000000e+00;nan;5.595196414663080572470324480783e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
3.200000000000000000000000000000e+01;7.196975513723055661863270415779e-02;4.424886121551248330252548157659e-02;nan;1.489393089475133713506238564150e+00;1.291402182463902814646417027689e+00;nan;nan;2.556164142241234941976824046606e-03;nan;1.000000000000000000000000000000e+00;nan;5.655367618705095793685960758879e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
3.300000000000000000000000000000e+01;7.296562948539137005710131234082e-02;4.436209563513519860133982319894e-02;nan;1.485585956266115559287754877005e+00;1.287628944556365118145890846790e+00;nan;nan;2.576801878798942128240279103579e-03;nan;1.000000000000000000000000000000e+00;nan;5.715616569003737352768282353743e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
3.400000000000000000000000000000e+01;7.397316376901852397196535093826e-02;4.447228772898825788217891386012e-02;nan;1.481757895582891837449324157205e+00;1.283830188679603523382866114844e+00;nan;nan;2.597539303731818613463211420367e-03;nan;1.000000000000000000000000000000e+00;nan;5.775925765145862689035893833278e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
3.500000000000000000000000000000e+01;7.499239323748821406390163701872e-02;4.457938333629549165770811214315e-02;nan;1.477908971210500244097829636303e+00;1.280005973171156385959079671011e+00;nan;nan;2.618375119178184291107713832503e-03;nan;1.000000000000000000000000000000e+00;nan;5.836277407803133667613115775907e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
3.600000000000000000000000000000e+01;7.602334996039647463383914782753e-02;4.468332913031343445187104634897e-02;nan;1.474039251131872507727393895038e+00;1.276156363282902495015491695085e+00;nan;nan;2.639308003835420628202523829486e-03;nan;1.000000000000000000000000000000e+00;nan;5.896653410582432383243989271193e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
3.700000000000000000000000000000e+01;7.706606275443185494200548646404e-02;4.478407267048293421973781391898e-02;nan;1.470148807538392610183564102044e+00;1.272281431250326777515624598891e+00;nan;nan;2.660336614017441616425463379869e-03;nan;1.000000000000000000000000000000e+00;nan;5.957035412505179953904579925883e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
3.800000000000000000000000000000e+01;7.812055711195815821401566836357e-02;4.488156245435299951385132999349e-02;nan;1.466237716837643922929146356182e+00;1.268381256357243636045950552216e+00;nan;nan;2.681459584757199879345712645318e-03;nan;1.000000000000000000000000000000e+00;nan;6.017404791105185877554684115154e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
3.900000000000000000000000000000e+01;7.918685513144280152530996019777e-02;4.497574796918794165501154225240e-02;nan;1.462306059658297296977025325759e+00;1.264455924995797841958733442880e+00;nan;nan;2.702675530953458585964321869710e-03;nan;1.000000000000000000000000000000e+00;nan;6.077742676132698540448703883321e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
4.000000000000000000000000000000e+01;8.026497544986563315028149645514e-02;4.506657974316903569889092295853e-02;nan;1.458353920852093921212144778110e+00;1.260505530721589106946112224250e+00;nan;nan;2.723983048560970048751483929550e-03;nan;1.000000000000000000000000000000e+00;nan;6.138029963850683543881425752176e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
4.100000000000000000000000000000e+01;8.135493317724031003823625951554e-02;4.515400939610085540021344741035e-02;nan;1.454381389492890308545725019940e+00;1.256530174303751801190287551435e+00;nan;nan;2.745380715823123388141802081464e-03;nan;1.000000000000000000000000000000e+00;nan;6.198247331907569615538911023123e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
4.200000000000000000000000000000e+01;8.245673983338450141467035336973e-02;4.523798968953106347523629438001e-02;nan;1.450388558872724331649806117639e+00;1.252529963769836607312413434556e+00;nan;nan;2.766867094545983566528102315374e-03;nan;1.000000000000000000000000000000e+00;nan;6.258375254768698808111038189850e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
4.300000000000000000000000000000e+01;8.357040328706658027790865617135e-02;4.531847457619408298112873012542e-02;nan;1.446375526494873664518081568531e+00;1.248505014445362215624868440500e+00;nan;nan;2.788440731412618073942200069837e-03;nan;1.000000000000000000000000000000e+00;nan;6.318394019687336685305034666982e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
4.400000000000000000000000000000e+01;8.469592769766051687518881863070e-02;4.539541924868582128960170507526e-02;nan;1.442342394063876875875962468854e+00;1.244455448987866530430324019108e+00;nan;nan;2.810100159336423233241708530272e-03;nan;1.000000000000000000000000000000e+00;nan;6.378283743193787489519225308854e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
4.500000000000000000000000000000e+01;8.583331345943551182742226046685e-02;4.546878018728056636277301549853e-02;nan;1.438289267472500299049897876102e+00;1.240381397415349473689616388583e+00;nan;nan;2.831843898852181608261080469902e-03;nan;1.000000000000000000000000000000e+00;nan;6.438024388080074405637381884659e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
4.600000000000000000000000000000e+01;8.698255714860608778238315608178e-02;4.553851520679796927026927733095e-02;nan;1.434216256785623810898755436938e+00;1.236282997128957727994702509022e+00;nan;nan;2.853670459543380770461862283582e-03;nan;1.000000000000000000000000000000e+00;nan;6.497595780855319421744076269221e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
4.700000000000000000000000000000e+01;8.814365147326355676149489681848e-02;4.560458350243166980586551062515e-02;nan;1.430123476221037748246089904569e+00;1.232160392929812608997508505126e+00;nan;nan;2.875578341504315439680627974894e-03;nan;1.000000000000000000000000000000e+00;nan;6.556977629645877828773459228273e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
4.800000000000000000000000000000e+01;8.931658522630769869721234499593e-02;4.566694569445009510566535482212e-02;nan;1.426011044127139637538448369014e+00;1.228013737029847840531715519319e+00;nan;nan;2.897566036835399604781882132443e-03;nan;1.000000000000000000000000000000e+00;nan;6.616149542512260364052201211393e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
4.900000000000000000000000000000e+01;9.050134324149582132346125717959e-02;4.572556387168173752666433529157e-02;nan;1.421879082957524742525379224389e+00;1.223843189056563751648809557082e+00;nan;nan;2.919632031169977319506880775180e-03;nan;1.000000000000000000000000000000e+00;nan;6.675091046153535658761596360833e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
5.000000000000000000000000000000e+01;9.169790635271658774119174495354e-02;4.578040163369968135187448865508e-02;nan;1.417727719242471318139564573357e+00;1.219648916051611964306289337401e+00;nan;nan;2.941774805230936481320602737810e-03;nan;1.000000000000000000000000000000e+00;nan;6.733781604968546330870077243347e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
5.100000000000000000000000000000e+01;9.290625135659889843875447468236e-02;4.583142413161993278247763328181e-02;nan;1.413557083557326343736804119544e+00;1.215431092463100437583989332779e+00;nan;nan;2.963992836415278112754956296726e-03;nan;1.000000000000000000000000000000e+00;nan;6.792200640441588841214604066465e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
5.200000000000000000000000000000e+01;9.412635097855664989552337829082e-02;4.587859810743194488580343204376e-02;nan;1.409367310487798174989393373835e+00;1.211189900131568242258595091698e+00;nan;nan;2.986284600404759837638524189174e-03;nan;1.000000000000000000000000000000e+00;nan;6.850327550819150133291218773834e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
5.300000000000000000000000000000e+01;9.535817384236608407199753401073e-02;4.592189193178089490210425083205e-02;nan;1.405158538592174766179709877179e+00;1.206925528269551461946207382425e+00;nan;nan;3.008648572800649845238041280027e-03;nan;1.000000000000000000000000000000e+00;nan;6.908141731042913074797851002984e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
5.400000000000000000000000000000e+01;9.660168444336833526442376296473e-02;4.596127564012437993756776677401e-02;nan;1.400930910360480785570302941778e+00;1.202638173434685153750933750416e+00;nan;nan;3.031083230780611589144646345062e-03;nan;1.000000000000000000000000000000e+00;nan;6.965622592903322502378565816983e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
5.500000000000000000000000000000e+01;9.785684312538321660834839121890e-02;4.599672096718829261696726007358e-02;nan;1.396684572170604932139781340084e+00;1.198328039496296515409312632983e+00;nan;nan;3.053587054775605026668561237102e-03;nan;1.000000000000000000000000000000e+00;nan;7.022749585376590142436065145048e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
5.600000000000000000000000000000e+01;9.912360606141415453329557294637e-02;4.602820137965060731666255833261e-02;nan;1.392419674241419880189596369746e+00;1.193995337595460171087324852124e+00;nan;nan;3.076158530164714056953645382464e-03;nan;1.000000000000000000000000000000e+00;nan;7.079502215107572157988535810347e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
5.700000000000000000000000000000e+01;1.004019252382183507998902882719e-01;4.605569210698407661697117987387e-02;nan;1.388136370582932821449162474892e+00;1.189640286098485155719117756234e+00;nan;nan;3.098796148985733921871199569864e-03;nan;1.000000000000000000000000000000e+00;nan;7.135860066999744186124615685785e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
5.800000000000000000000000000000e+01;1.016917484448106590022575801413e-01;4.607917017039270257683369891311e-02;nan;1.383834818943503464083732978906e+00;1.185263110543822273612590834091e+00;nan;nan;3.121498411659285546898567886842e-03;nan;1.000000000000000000000000000000e+00;nan;7.191802824872939011238703876927e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
5.900000000000000000000000000000e+01;1.029930192649599618448519322556e-01;4.609861440978119812017510525948e-02;nan;1.379515180754172565258386384812e+00;1.180864043582400713106039802369e+00;nan;nan;3.144263828724264565189772113740e-03;nan;1.000000000000000000000000000000e+00;nan;7.247310292149110864425021194535e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
6.000000000000000000000000000000e+01;1.043056770737332827891918896057e-01;4.611400550869909631401810656826e-02;nan;1.375177621070151179338836300303e+00;1.176443324911390364562180366192e+00;nan;nan;3.167090922582317842615129421802e-03;nan;1.000000000000000000000000000000e+00;nan;7.302362412525593450812050333454e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
6.100000000000000000000000000000e+01;1.056296570381344696043512954020e-01;4.612532601720642499998348284862e-02;nan;1.370822308509521469943592819618e+00;1.172001201201422038167265782249e+00;nan;nan;3.189978229249058102462432984225e-03;nan;1.000000000000000000000000000000e+00;nan;7.356939290595184636600140093421e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
6.200000000000000000000000000000e+01;1.069648901218749614816516668725e-01;4.613256037261213859945740978219e-02;nan;1.366449415189207261533965720446e+00;1.167537926017300442538271454396e+00;nan;nan;3.212924300109757172472235708938e-03;nan;1.000000000000000000000000000000e+00;nan;7.411021212372298570380396709467e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
6.300000000000000000000000000000e+01;1.083113030943086696478161456980e-01;4.613569491804013489311131479553e-02;nan;1.362059116658275170763658934447e+00;1.163053759732252334657687242725e+00;nan;nan;3.235927703677146487215576797780e-03;nan;1.000000000000000000000000000000e+00;nan;7.464588665684152252264432769735e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
6.400000000000000000000000000000e+01;1.096688185435568396730587892307e-01;4.613471791878238914552667893076e-02;nan;1.357651591828634707326273201033e+00;1.158548969435762465707284718519e+00;nan;nan;3.258987027349032842421516775744e-03;nan;1.000000000000000000000000000000e+00;nan;7.517622360385940011827388129717e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
6.500000000000000000000000000000e+01;1.110373548938343030156872259795e-01;4.612961957640526744484077426023e-02;nan;1.353227022903205289949823963980e+00;1.154023828835089027222693403019e+00;nan;nan;3.282100879163423520074038819416e-03;nan;1.000000000000000000000000000000e+00;nan;7.570103248359701521123799050628e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
6.600000000000000000000000000000e+01;1.124168264269892053563992817544e-01;4.612039204057628849486860644902e-02;nan;1.348785595301626782926973646681e+00;1.149478618150507669426474421925e+00;nan;nan;3.305267889548818473904878700864e-03;nan;1.000000000000000000000000000000e+00;nan;7.622012543255985881577446727775e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
6.700000000000000000000000000000e+01;1.138071433082538108649828245689e-01;4.610702941858794978724489510569e-02;nan;1.344327497583590380614282366878e+00;1.144913624004403995826351092546e+00;nan;nan;3.328486713067443491381736109247e-03;nan;1.000000000000000000000000000000e+00;nan;7.673331739938986416696420356232e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
6.800000000000000000000000000000e+01;1.152082116161986247160342600182e-01;4.608952778255617777070085594460e-02;nan;1.339852921369872218448904277466e+00;1.140329139304304462143591081258e+00;nan;nan;3.351756030149075516605394753356e-03;nan;1.000000000000000000000000000000e+00;nan;7.724042633595300385521836838976e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
6.900000000000000000000000000000e+01;1.166199333768726531523896028375e-01;4.606788517427948259630454685976e-02;nan;1.335362061261157862190884770826e+00;1.135725463119974909531606499513e+00;nan;nan;3.375074548813275249897758456541e-03;nan;1.000000000000000000000000000000e+00;nan;7.774127338468156476602305415824e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
7.000000000000000000000000000000e+01;1.180422066021062643681460713196e-01;4.604210160774754867496483257128e-02;nan;1.330855114754744494831584233907e+00;1.131102900554693091450531028386e+00;nan;nan;3.398441006377821756861967728014e-03;nan;1.000000000000000000000000000000e+00;nan;7.823568306179175203731585019895e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
7.100000000000000000000000000000e+01;1.194749253319423165642376716278e-01;4.601217906929462586607115781590e-02;nan;1.326332282159214281946901792253e+00;1.126461762610855510402529944258e+00;nan;nan;3.421854171151152926994010172734e-03;nan;1.000000000000000000000000000000e+00;nan;7.872348343600979578196102925958e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
7.200000000000000000000000000000e+01;1.209179796811555018809514194800e-01;4.597812151539767966390570563817e-02;nan;1.321793766507175504898441431578e+00;1.121802366050050903112378364312e+00;nan;nan;3.445312844106709296992940849691e-03;nan;1.000000000000000000000000000000e+00;nan;7.920450630244931595948937319562e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
7.300000000000000000000000000000e+01;1.223712558898107927163323438435e-01;4.593993486812493476367791345183e-02;nan;1.317239773466168051285762885527e+00;1.117125033247766685562396560272e+00;nan;nan;3.468815860537140770281094859229e-03;nan;1.000000000000000000000000000000e+00;nan;7.967858735129752724597740343171e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
7.400000000000000000000000000000e+01;1.238346363778031200553186863544e-01;4.589762700824503993679570612585e-02;nan;1.312670511247838067703241904383e+00;1.112430092042893781112411488721e+00;nan;nan;3.492362091686330560075246509655e-03;nan;1.000000000000000000000000000000e+00;nan;8.014556633097683752391809930415e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
7.500000000000000000000000000000e+01;1.253079998033153341641110500859e-01;4.585120776601281367135243272060e-02;nan;1.308086190515481694873756168818e+00;1.107717875582211242146968288580e+00;nan;nan;3.515950446357309945588642818848e-03;nan;1.000000000000000000000000000000e+00;nan;8.060528720546727228426359124214e-05;5.000000000000000000000000000000e-01;5.000000000000000000000000000000e-01;nan;nan
