iteration,true_perf_mean,true_perf_std,mc_perf_mean,mc_perf_std,bound_mean,bound_std,alpha_mean,alpha_std,beta_mean,beta_std,cum_samples_mean
0,0.026214965481931484,7.2634636758901415e-06,0.02631348167002497,0.0009745963468869887,1.829684374568996e-06,1.434639826802125e-07,0.0011820936852702008,4.5520354180357776e-05,0.0001,0.0,62068.8
1,0.026466048151082545,9.821806055409644e-06,0.025837405172944583,0.0017591906020007618,1.6857907797443968e-06,1.6512697533275267e-07,0.0011348253556686563,5.5328966723398716e-05,0.0001,0.0,124169.6
2,0.02672904114612904,6.441820003418202e-06,0.026404657647755857,0.0013066947561419498,1.846247446812294e-06,1.3609698749125927e-07,0.0011888665995891383,4.3133200173256194e-05,0.0001,0.0,186183.2
3,0.02699606307577116,9.007247637071956e-06,0.027352664303172215,0.0005905896953806222,1.8708349333447184e-06,1.1603270820811542e-07,0.0011970365983072881,3.632989022520569e-05,0.0,0.0,248136.2
4,0.027264938138080914,1.0210039000029113e-05,0.02711175121960574,0.001314977521352702,1.8512434495835573e-06,7.621209298656929e-08,0.0011919049412850234,2.4745433184818844e-05,0.0,0.0,310083.4
5,0.027531871155301785,1.94960225615351e-05,0.026958261784100435,0.001750329685098798,1.8722634522421375e-06,2.566928984005806e-07,0.0011960214983189241,8.306529519096818e-05,0.0,0.0,372076.8
6,0.027804731243296445,2.432817601067373e-05,0.02860850387600884,0.0014360639466040848,1.8908024365522122e-06,7.857406535627909e-08,0.0012048186707291908,2.5097216091486658e-05,0.0,0.0,433928.8
7,0.028081668746494086,2.55094023728957e-05,0.02732120994059567,0.0009018348851402255,1.919885831206421e-06,7.044149370495914e-08,0.0012145728615619781,2.2747780908773543e-05,0.0,0.0,495927.4
8,0.028360081966385637,2.304525828180123e-05,0.028129967534270335,0.00060302359161826,1.9775314569844326e-06,1.7049218314393289e-07,0.0012313106161140346,5.278949459443872e-05,0.0,0.0,557852.2
9,0.028642588150055298,2.8546830428523856e-05,0.028344789627204315,0.001362712818636533,1.957822853704379e-06,2.1365407203895773e-07,0.0012254900125983216,6.733196974158068e-05,0.0,0.0,619754.2
10,0.028930236185877638,2.9435084132924465e-05,0.028806934816003698,0.002354559021739044,2.0196081187772206e-06,1.93196155262711e-07,0.001245438149005051,5.8496964793447394e-05,0.0,0.0,681605.6
11,0.029221039571758624,4.5234015154901125e-05,0.02899348329493164,0.001399367284204975,2.0140178177906013e-06,2.3453367327291942e-07,0.0012434784934321598,7.184837110855747e-05,0.0,0.0,743473.8
12,0.02952060097458643,4.777398930983566e-05,0.030301714232287176,0.0004728488710226213,2.1615710130291697e-06,4.356801755371073e-08,0.001290674008048265,1.2881837042834614e-05,0.0,0.0,805234.4
13,0.02981083622630254,4.4561745065242354e-05,0.029191183161964125,0.0010117848133883495,2.004925166889087e-06,9.997246202283073e-08,0.0012432819481137884,3.062100053522696e-05,0.0,0.0,867114.4
