iteration,true_perf_mean,true_perf_std,mc_perf_mean,mc_perf_std,bound_mean,bound_std,alpha_mean,alpha_std,beta_mean,beta_std,cum_samples_mean
0,0.03096568956039633,1.2470010023846446e-05,0.030129103179997063,0.0022547273666769624,3.0228442127418255e-06,3.2293412870963773e-07,0.0015346260257414351,7.912737170462108e-05,0.0001,0.0,15436.2
1,0.03127766239778436,3.747304133229374e-05,0.02980900460790647,0.0019402718227422375,3.2879820380112354e-06,3.2108794528552367e-07,0.0016016179792580562,7.275828249381332e-05,0.0001,0.0,30864.0
2,0.03157760540757608,6.133672330753473e-05,0.029756872364131753,0.005505108221414497,3.3002805618554593e-06,7.199233508327981e-07,0.0015952769420750673,0.00016852705883761208,0.0001,0.0,46292.8
3,0.031862521680491335,4.068242461184263e-05,0.029402185470474462,0.004114161446136296,3.123755095389396e-06,7.412101451059506e-07,0.0015488384594366804,0.00017781965530826125,0.0001,0.0,61756.8
4,0.03217788139333023,4.6961500438409353e-05,0.032223821642383764,0.001757461757286883,3.5024166268225195e-06,1.9590937633677495e-07,0.0016516551423456885,4.862167678463125e-05,0.0001,0.0,77134.2
5,0.03249147241463536,5.375154885804828e-05,0.031758015499653035,0.003973283369702865,3.408975785317135e-06,8.704843751911909e-07,0.001615549178816304,0.00019347324358132045,0.0001,0.0,92526.4
6,0.032817337065573826,5.179391736809314e-05,0.03598558652660135,0.0016950523488282738,3.833598802403926e-06,1.0965945849639088e-07,0.0017256648866509343,2.1409259541500702e-05,0.0001,0.0,107865.8
7,0.03314230457836762,4.617807638236331e-05,0.03470272009066884,0.002374098499383584,3.7043725235514773e-06,4.090612501311734e-07,0.001695325725833162,9.155252374267031e-05,0.0001,0.0,123202.8
8,0.03345165894523551,3.243952866761523e-05,0.033425752247544,0.0027995555837797156,3.4224654944965953e-06,2.6586065356162394e-07,0.00163371435857261,6.351143110494786e-05,0.0001,0.0,138547.6
9,0.03376123766534121,5.204449289305899e-05,0.03153041389686197,0.0037834633184023704,3.1497812934105057e-06,4.4322762416330535e-07,0.001561093555509193,0.00011694659782865347,0.0001,0.0,153933.2
10,0.034070188689058985,7.192779564155376e-05,0.03364725955400039,0.0021984721153865848,3.225141026574608e-06,3.947343592281947e-07,0.0015901375662219091,9.291034306656747e-05,0.0001,0.0,169288.0
11,0.034409842440572026,7.745779971307975e-05,0.03439864118608439,0.002669109084313361,3.8219927392370625e-06,3.541922450628804e-07,0.0017240938100774763,7.786551291616223e-05,0.0001,0.0,184635.8
12,0.034727889375220575,6.74649697969552e-05,0.032234622210368026,0.002080251557003485,3.4775835853008754e-06,4.128263545635603e-07,0.001649487933571179,9.577021419849172e-05,0.0001,0.0,200001.2
13,0.03506555710866635,6.963662064016797e-05,0.03422455881508603,0.0016880947252710455,3.758320480381301e-06,2.1642103880863123e-07,0.0017141474219019587,5.433946638446393e-05,0.0001,0.0,215353.4
14,0.03542013988308003,6.311486204389924e-05,0.03795342275521632,0.0032205282204191585,3.967180106637731e-06,3.878152029229289e-07,0.001754456654807794,8.410637297490732e-05,0.0001,0.0,230614.8
15,0.035723849063275595,7.950216120199069e-05,0.03306591778369165,0.0035044145283906485,3.4912723277008863e-06,5.058935832080799e-07,0.0016442087488926574,0.00011921274917178904,0.0001,0.0,245969.0
16,0.036065686850177726,9.733847953049052e-05,0.03494452063723601,0.0014433494196178097,3.6371165845424267e-06,2.6101609247682227e-07,0.0016851152860208828,6.36525771115316e-05,0.0001,0.0,261290.8
17,0.03639458977325925,8.944484110667661e-05,0.03447231160955182,0.0023956478872850144,3.598636422507869e-06,2.7937197059526807e-07,0.001675339529032554,6.613943421924652e-05,0.0001,0.0,276652.0
18,0.03671565200951589,8.666101317378273e-05,0.03650575713217548,0.0018596904860564535,3.6013334370053585e-06,2.0005713843381528e-07,0.001675335058657456,4.445128777932325e-05,0.0001,0.0,291979.4
19,0.037088795992252684,6.765796331247678e-05,0.039319215503906046,0.0018264788353729172,4.023801628750086e-06,6.502328977621134e-07,0.0017667714530921071,0.00014245337514827143,0.0001,0.0,307271.4
20,0.03742943667055802,7.041135366510203e-05,0.03646633534389607,0.0026550736653564925,3.7957894445264195e-06,2.579120458735844e-07,0.0017179678441290997,6.061156540011824e-05,0.0001,0.0,322574.6
21,0.03774909581186013,6.770667511918506e-05,0.03649713280805982,0.0016933785154742765,3.530943119081596e-06,2.4583508899849526e-07,0.0016600106045066502,5.9469990861736745e-05,0.0001,0.0,337892.8
22,0.038093609097123324,8.280976303978252e-05,0.03641479897469008,0.0010458736312125216,3.6337748921594487e-06,2.4460901329729706e-07,0.0016851016271564989,5.0749009157525695e-05,0.0001,0.0,353200.4
23,0.03846874416725935,5.044427624540624e-05,0.039297829527739435,0.004559946287811343,4.080680497343034e-06,6.952093031770349e-07,0.0017777826490665964,0.00015504265848394495,0.0001,0.0,368482.2
24,0.038825625627903884,6.021635033793214e-05,0.040017178913900456,0.00384657351857838,4.063393255273939e-06,7.318385141950115e-07,0.0017729673260369933,0.0001527378847242828,0.0001,0.0,383724.4
25,0.039147357675761066,7.586631851529176e-05,0.037388583062653864,0.0021159539128281215,3.434805162872505e-06,4.375241862063769e-07,0.0016051332607422454,0.00015528438362680396,0.0001,0.0,399008.0
26,0.03950427932031174,8.168658305953711e-05,0.03697295384372175,0.003530590141759165,4.00805689176604e-06,3.5908797039211687e-07,0.0017690117461548582,7.992802844030896e-05,0.0001,0.0,414351.0
27,0.03984643391274436,0.00011040407578702094,0.03825284096636124,0.0006488539402843658,3.7234400093706146e-06,3.943596790257017e-07,0.0016697636134118214,0.00014846954879109265,0.0001,0.0,429634.6
28,0.04021557329072708,0.00011006568693003056,0.03675641601777876,0.002991125381524771,3.895719507913822e-06,4.5594201332940914e-07,0.0017442510484932002,0.00010017533696889903,0.0001,0.0,444939.0
29,0.040582670597934106,0.00014565094545379803,0.0426133191725633,0.0044274724132802035,3.947039993927879e-06,7.806461828288696e-07,0.0017188595486408316,0.00021124566823454356,0.0001,0.0,460142.8
30,0.04098015193285311,0.00015293017152725346,0.0431597651880201,0.0020410266167383904,4.438831860296563e-06,1.0388904931344428e-07,0.0018615624068462964,2.3744421159358488e-05,0.0001,0.0,475355.2
31,0.041336276094136204,0.00013929239560210078,0.04042168516824397,0.004134029323751619,3.916844411620548e-06,6.777526655165645e-07,0.0017113038978149471,0.00019394422366797594,0.0001,0.0,490580.8
32,0.04171527410549354,0.0001079348921315451,0.04285551031833429,0.006425617602566022,3.983376405076782e-06,6.983738011302041e-07,0.0017251251923388964,0.00018785133952776777,0.0001,0.0,505760.8
33,0.04209116645762302,9.804214874229834e-05,0.04147673927686566,0.003908503356523591,3.858743384874322e-06,4.6114393090641803e-07,0.001706277754290299,0.00015430062704724083,0.0001,0.0,520975.2
34,0.04249047596462754,0.00011169495387637721,0.04546671445537552,0.004490433451455584,4.350374370642995e-06,7.104146000857482e-07,0.0018379174735453177,0.00014306941608881554,0.0001,0.0,536148.0
35,0.042894838234229474,0.00011588843930298,0.04091141429733352,0.004036454880355466,4.275572005769603e-06,3.2090922794621927e-07,0.001827886669514938,6.99105878888338e-05,0.0001,0.0,551424.4
36,0.04328531675113641,0.00010689549458859562,0.04530064252323439,0.0031025432921756206,4.568197604007715e-06,4.154516692396624e-07,0.0018520743267020807,0.00014544498584202767,0.0001,0.0,566574.8
37,0.04371013152072203,0.00010307876207447689,0.044669791249005185,0.0013573279084494632,4.503238379617846e-06,2.957943639383339e-07,0.0018765096094941866,6.225713362676105e-05,0.0001,0.0,581741.6
38,0.044131746018385806,9.970574314613805e-05,0.04362785689546091,0.0032681677202289995,4.244406614076744e-06,5.397107229548611e-07,0.0018202020653043979,0.00012187007675333158,0.0001,0.0,596954.6
39,0.04452708405576385,0.00013019443540950485,0.04307913702213768,0.0039015232361484975,4.3791180271338545e-06,7.168888040537952e-07,0.0018463122541781123,0.00015200101688613629,0.0001,0.0,612162.6
40,0.04490385394524675,0.00011455875761970238,0.04457388799211866,0.0025183813542122304,4.1360643953002586e-06,6.833977511283368e-07,0.001757904274716423,0.00018518292920204044,0.0001,0.0,627356.2
41,0.04527055367715678,0.00013675140283100649,0.04512881503367286,0.0012182562834158464,4.126191347331472e-06,6.207940311072706e-07,0.001763842293029494,0.0001642655408794829,0.0001,0.0,642505.4
42,0.04571727981612498,0.0001146731358918939,0.048808377433223124,0.003690316230472604,5.052458321506561e-06,4.028053336456332e-07,0.001984705575831197,7.784737257922004e-05,0.0001,0.0,657600.8
43,0.04613122376695146,8.889840910915953e-05,0.04346783251939399,0.0038581172101998682,4.411302834165624e-06,2.4749763108955446e-07,0.0018588626782063914,5.7300494229824353e-05,0.0001,0.0,672777.8
44,0.04656051029475984,0.00010698145116483444,0.04763951056771215,0.001093516876574359,4.583224841022728e-06,2.823388601440499e-07,0.0018936363746412666,6.131402209733373e-05,0.0001,0.0,687924.6
45,0.04700191518676612,0.00012948252646437244,0.04658225691775776,0.002403603738538168,4.555097624592527e-06,3.86616352975194e-07,0.0018887176212452964,7.957165556130915e-05,0.0001,0.0,703047.6
46,0.047368081598788095,0.00017325217707673925,0.043963935184879586,0.0037282476140590697,4.12637866263958e-06,5.75336446614229e-07,0.0017635420271640376,0.00018553420154159318,0.0001,0.0,718245.4
47,0.04781837377565051,0.00021441080936052554,0.04785737990136805,0.0029683269104192533,4.9176985463584245e-06,6.190819818082851e-07,0.0019647712705802532,0.00012339665973457983,0.0001,0.0,733363.2
48,0.04826635052411464,0.00021455287822255012,0.04875014189122667,0.0030836861128597922,4.6738898234377605e-06,5.761813953679828e-07,0.0019131739527356254,0.00011562221743126943,0.0001,0.0,748464.2
49,0.04868234642485617,0.00024666288617551673,0.04762862026458487,0.001349656904397773,4.544582117851881e-06,2.8163321733111596e-07,0.0018199872360375804,0.00013231936012629984,0.0001,0.0,763599.6
50,0.04911822237685155,0.00025442592565688986,0.048726102055121234,0.004167127457303479,4.56528290222944e-06,6.102474935325296e-07,0.0018943434389786392,0.00012630912375955695,0.0001,0.0,778710.4
51,0.049571225746357375,0.0002685009772306456,0.04836181113311515,0.0013629975336638923,4.9615415451571865e-06,3.707736584944185e-07,0.0019730998850642466,7.514672780860059e-05,0.0001,0.0,793811.4
52,0.05000349102884594,0.00027294413005742735,0.047162083893377615,0.0015770203182977596,4.5407192090993046e-06,4.205540916516188e-07,0.0018844774509121024,8.751399866688084e-05,0.0001,0.0,808976.2
53,0.05047475976239122,0.00026194598215323756,0.04851653711468374,0.004341802353098232,5.119998588496802e-06,4.957275593964452e-07,0.0020046754546371296,9.254756739625079e-05,0.0001,0.0,824084.4
54,0.050936209001396636,0.00028688508430326957,0.04824243010959294,0.004075834232039288,4.837267382084e-06,3.165361948056425e-07,0.0019517720985808642,6.842476527519141e-05,0.0001,0.0,839195.0
55,0.0513857503739115,0.0003078487734493225,0.050216616884779165,0.004778059733633855,4.792756249674971e-06,3.4265377847526824e-07,0.0019330454434880822,7.092207866827937e-05,0.0001,0.0,854273.4
56,0.05183649731166593,0.000341404730569792,0.052832780689201685,0.0017787362807910108,5.170988654214669e-06,3.055077678061104e-07,0.002014170454484501,6.0976506851342676e-05,0.0001,0.0,869321.2
57,0.0522887828638404,0.0003831803598820313,0.05182256406133381,0.004976711601045233,4.670696481836896e-06,6.325469099160545e-07,0.0018838590469740888,0.00016023857449232754,0.0001,0.0,884353.8
58,0.05276097221281163,0.00037974367418325635,0.054912671616055266,0.004398825334890654,5.167520201657769e-06,4.917852877368118e-07,0.002017004497254344,9.837638572779256e-05,0.0001,0.0,899351.2
59,0.05322154731304988,0.00036958341345106845,0.05116664909596595,0.005293849935332459,4.915541837160407e-06,5.278950235466471e-07,0.0019688070964098718,0.0001066454063403052,0.0001,0.0,914399.6
60,0.053700959274823025,0.0003636055169847974,0.05625901077239304,0.00289378601181265,5.05154480423492e-06,3.948919198814235e-07,0.0019946946453714793,7.926368110127067e-05,0.0001,0.0,929354.2
61,0.05417938308947938,0.0003380660604337079,0.05740383942666151,0.0013491625989995634,5.093726324060199e-06,4.676273030065254e-07,0.001972324848898181,0.00014812570354533945,0.0001,0.0,944299.6
62,0.05466478635526549,0.0003515463369436064,0.055407918976976986,0.005881068116042847,5.033902766366779e-06,8.145345072964185e-07,0.001960384618541678,0.00022534578034811195,0.0001,0.0,959292.4
63,0.05508100280815666,0.00036452602585183917,0.054016533485592724,0.0033526902762252946,4.197741656938857e-06,2.1655066944301126e-07,0.0016934594812704218,8.815974942832743e-05,0.0001,0.0,974308.8
64,0.05557389264204021,0.00032151370997809904,0.05709813081053896,0.00599895761547019,5.071213849761342e-06,5.44396596670237e-07,0.001965931575553804,0.00015797975305963127,0.0001,0.0,989264.8
65,0.056068134849513195,0.0003184628287374787,0.052830105366379373,0.0010894295126406895,5.2978008019974425e-06,3.8087305459051416e-07,0.002044389296826159,7.26796125353745e-05,0.0001,0.0,1004324.0
66,0.05655974663885802,0.00033493238416182835,0.0550641397295553,0.0028917729302829357,5.372420035938596e-06,4.154377813015942e-07,0.002061498705120038,7.890239266123898e-05,0.0001,0.0,1019339.2
67,0.057075157540367405,0.00033892688117035004,0.05938999077972977,0.0030481609136739714,5.394973293003231e-06,5.702038004081871e-07,0.0020294488237012276,0.0001545810461592143,0.0001,0.0,1034235.8
68,0.057595050821887095,0.00035184565010919184,0.05813708143225334,0.005880429555742613,5.494442990161242e-06,9.376131309956219e-07,0.002081550346514899,0.0001767792131513013,0.0001,0.0,1049171.8
69,0.05812550144835156,0.00033623493133148625,0.05899220253237729,0.003246032237447718,5.489203705112644e-06,2.764415382518344e-07,0.002082529526300398,4.974763266059024e-05,0.0001,0.0,1064117.8
70,0.05859894692223312,0.00035457980983405924,0.05752092171949417,0.0038905822935503655,4.985722709247119e-06,4.4604384294727395e-07,0.001952792724056573,0.00014349121804389927,0.0001,0.0,1079086.8
71,0.0590987219590076,0.0003313133274590806,0.05651823051601275,0.0033981311495883413,5.077003559183654e-06,7.772346125958608e-07,0.0019691574153099718,0.00019514561035337342,0.0001,0.0,1094052.4
72,0.05957828425551111,0.0003481529658769191,0.05773630593354404,0.005508474120265066,4.965868924920312e-06,7.225312841121852e-07,0.0019397693737818241,0.0001474619815402038,0.0001,0.0,1108989.6
73,0.060057739913141416,0.00033589139510716216,0.05695656103894473,0.003443156896728703,5.157433036254391e-06,5.771728157740846e-07,0.0019513920700005634,0.00014307356882006824,0.0001,0.0,1123949.6
74,0.06057732826674426,0.00033615002619747226,0.059791609889682386,0.0028763553218420935,5.359222397027305e-06,3.280720838693922e-07,0.002060064243199298,6.793300998003251e-05,0.0001,0.0,1138860.6
75,0.06107120073134542,0.0003269265773333799,0.05858363002748259,0.00445335218618003,5.201258168278494e-06,3.214451479302743e-07,0.0019989895765811097,9.874943289378351e-05,0.0001,0.0,1153778.8
76,0.06161518858910196,0.00034563265275634866,0.06197024743538025,0.0027344415638645954,5.865265405935396e-06,4.3093397316456746e-07,0.0021577312360517714,7.992580790679941e-05,0.0001,0.0,1168646.0
77,0.062142273717097705,0.00033693054356570003,0.06148422696104566,0.004530967427599043,5.560202901486137e-06,5.294409886643748e-07,0.002098795855289698,0.00010209145345838499,0.0001,0.0,1183513.0
78,0.06265857449523808,0.0003634774819986596,0.06244558902144916,0.004326621261921986,5.319466983025578e-06,6.33340990523802e-07,0.002023110283214758,0.00017586645836082924,0.0001,0.0,1198352.0
79,0.06318120013413638,0.0003552731098208583,0.06149087281294483,0.003378259269428197,5.596521779298865e-06,8.63886015767244e-07,0.0021020388855909605,0.0001691532898065,0.0001,0.0,1213234.6
80,0.06370397981525877,0.00034069429282090907,0.0640219468152832,0.0048763489534430155,5.840815239866737e-06,7.543681011068196e-07,0.00208213670423442,0.00020693344995588228,0.0001,0.0,1228077.6
81,0.06426676691854918,0.000306284350510837,0.06567235354629605,0.00303963493548662,6.119819753531669e-06,4.83564294139753e-07,0.0021712963498006508,0.00014497664722043345,0.0001,0.0,1242879.4
82,0.06480441934390552,0.00030208775105648684,0.06229257986093374,0.0024769790598083226,5.718773078653344e-06,2.3078089993704845e-07,0.002132998354909284,4.480425662635018e-05,0.0001,0.0,1257729.8
83,0.06537204426897722,0.0003391989144478812,0.0646880023920261,0.0052293449062055,6.189406026474723e-06,8.41096000288693e-07,0.0021855824222855925,0.00020396502864881644,0.0001,0.0,1272563.2
84,0.06591548214447837,0.0004051549760083154,0.06535841582241755,0.0029672125076528836,6.0550518330666834e-06,5.659582428699818e-07,0.0021941854224012663,0.00010692601133092619,0.0001,0.0,1287390.2
85,0.06643892088569307,0.0003959784768194967,0.0619571954783865,0.005436912932866417,5.796745686846823e-06,5.88098510638953e-07,0.0021416810503372464,0.00011346701321035766,0.0001,0.0,1302256.2
86,0.06696972522075201,0.00042922384484013205,0.06818489755075054,0.0034605153068999594,5.813654391744327e-06,5.968781056469882e-07,0.0021181857761244836,0.00016184014482894,0.0001,0.0,1317005.0
87,0.06759036121917893,0.00043775519636675853,0.0713188350883736,0.004670136591548295,6.61980747943376e-06,5.153925584475286e-07,0.0023014527426797695,9.158816661545466e-05,0.0001,0.0,1331728.2
88,0.06815260487737992,0.00040396320149836966,0.06962414290719406,0.004754744564231846,5.964021815069143e-06,7.577451047524724e-07,0.002149249227183366,0.0001662135728272932,0.0001,0.0,1346441.6
89,0.06871140282959239,0.0004502706898693471,0.07036951686605426,0.006499156943048353,6.30629593599043e-06,1.1563755182668433e-06,0.0021672630645199454,0.00026702510053925677,0.0001,0.0,1361143.2
90,0.06924246764454024,0.00043276146022798196,0.06705147207504633,0.005840743414592272,5.7287286510901605e-06,6.149430478809592e-07,0.002073263800589851,0.0001845298585246898,0.0001,0.0,1375926.2
91,0.06983172796340735,0.0004370578853491028,0.06847702845449075,0.0026704434423629408,6.281273736202048e-06,5.969151628408208e-07,0.002212429696406534,0.0001498686499632685,0.0001,0.0,1390662.4
92,0.07037497111748439,0.0004188134311231128,0.06877571526337137,0.0027706050131021233,5.543524052480919e-06,6.749802401760907e-07,0.0020176781134710075,0.00019614881490241523,0.0001,0.0,1405418.2
93,0.07094188094138698,0.00045091918294296734,0.06822532186150712,0.003919601544079377,5.7695985685624355e-06,4.5592724582183884e-07,0.0021593668689160695,8.659405699112997e-05,0.0001,0.0,1420164.2
94,0.07151403482870819,0.0004387051919822146,0.07171031628623216,0.0054735887734930185,6.1508282279547845e-06,8.193159931135588e-07,0.002216768953628277,0.00014331061368367818,0.0001,0.0,1434845.4
95,0.07214137025470525,0.00048674387024357516,0.074489664399218,0.006617089318917518,6.917078244328958e-06,8.644191705477018e-07,0.0023457114513092377,0.0001586928727899381,0.0001,0.0,1449481.0
96,0.07271167456914904,0.00045565416241734,0.07015119830843393,0.0037060698982245214,6.170864749221244e-06,5.957619833520254e-07,0.0021865454922419046,0.0001741689943890141,0.0001,0.0,1464220.4
97,0.07326862179280638,0.0005007701316909896,0.07158665333860166,0.003615035561748628,5.936838249068604e-06,7.179855638627915e-07,0.002123730025824835,0.00020762965823850147,0.0001,0.0,1478918.0
98,0.0738648409970666,0.0005158033564127474,0.075463490587721,0.005620931634899407,6.604117637209031e-06,3.698689500709609e-07,0.002266500962529541,9.411043793173411e-05,0.0001,0.0,1493540.4
99,0.07443099236416015,0.0005145721629381373,0.07140808534633807,0.00288129005215038,5.973501569558834e-06,3.2346457979618704e-07,0.002155475311312383,9.928016883093485e-05,0.0001,0.0,1508249.4
100,0.07501539121292701,0.0005299353388847978,0.07533815969447531,0.00492563968821352,6.522087103168485e-06,9.227579437577131e-07,0.0022440696461162395,0.00020182678281073908,0.0001,0.0,1522880.4
101,0.07565747958224414,0.0005341693739809268,0.07504607890684767,0.0024956149830734466,6.702305996388615e-06,2.8209826439019994e-07,0.0023290853927666845,5.050244682186591e-05,0.0001,0.0,1537511.4
