iteration,true_perf_mean,true_perf_std,mc_perf_mean,mc_perf_std,bound_mean,bound_std,alpha_mean,alpha_std,beta_mean,beta_std,cum_samples_mean
0,0.045848253624337185,2.4033013085896135e-05,0.04362603656790808,0.0025880766728155024,5.081702169175292e-06,4.219285685705441e-07,0.0019773532913535613,7.960808320158711e-05,0.0001,0.0,15179.4
1,0.04646783295573823,6.0439848907605074e-05,0.04552649560094456,0.00302054909035039,5.745203810740225e-06,7.268613574557888e-07,0.002100432775225268,0.00012671166172625268,0.0001,0.0,30331.6
2,0.04708140084321672,7.688430843679801e-05,0.045179353180541074,0.0032970769513273714,5.283434594669333e-06,5.656706081138256e-07,0.002018445906043988,0.00011029730362864488,0.0001,0.0,45506.4
3,0.04769966583797817,9.60131025146799e-05,0.04735050455881803,0.001900012046938565,5.374706719643297e-06,3.2810815094818896e-07,0.002035773233043383,6.221649013305014e-05,0.0001,0.0,60625.2
4,0.04834154673050835,0.0001393666082668032,0.04749050229364434,0.0044366276669618445,5.9308215338662844e-06,1.0163822559678732e-06,0.0021323303778203575,0.00017994047144473683,0.0001,0.0,75743.0
5,0.04897751555604101,0.00015939085426418454,0.04982301524371463,0.0017559893776075092,5.766145297868271e-06,4.1575099743300506e-07,0.0021099957667299095,7.694383872472639e-05,0.0001,0.0,90830.2
6,0.04962695116681348,0.00018306524187961296,0.05036150209306818,0.0033954009608448024,5.9855920275435215e-06,7.276617450946754e-07,0.0021477948571689454,0.00013187044427189536,0.0001,0.0,105919.2
7,0.0503064033523278,0.00015464272102417957,0.05085107041016233,0.0031467566912167363,6.094822893131807e-06,6.074210261614614e-07,0.0021713439245049483,0.00010853229933257455,0.0001,0.0,120961.2
8,0.050965604773995345,0.00013260760401042748,0.04999703735053791,0.004424189118502681,5.900647683543648e-06,7.551269751512857e-07,0.002135111839858342,0.0001371331829179163,0.0001,0.0,136025.0
9,0.05162612998454319,0.0001438336300124585,0.049673509977774,0.002019094772921723,5.709738644957159e-06,2.836458070693483e-07,0.002104436705938647,5.268984186509328e-05,0.0001,0.0,151107.8
10,0.052277023860988,0.0001378236334225598,0.05136681812739678,0.0036668781587704717,5.731031767444179e-06,5.020811176717483e-07,0.002108983646886636,9.039990044920416e-05,0.0001,0.0,166156.2
11,0.052956609770220334,0.00016692112784847743,0.05274118355154252,0.0018355616277958922,6.247947117254376e-06,3.6837228029036503e-07,0.0022025284115679026,6.427153443659378e-05,0.0001,0.0,181186.0
12,0.05361608397966048,0.00023692495663849142,0.050053178442851155,0.0067550755048527535,6.081678889176621e-06,1.262326766133189e-06,0.0021232731421668466,0.00025018652041748385,0.0001,0.0,196226.4
13,0.05430033945683418,0.00024227588912422663,0.05428729691211389,0.003815107542493129,6.302471972879548e-06,1.1325759828165877e-06,0.0022094013930272923,0.00019197311811559352,0.0001,0.0,211208.0
14,0.05497847883276104,0.00022366193747710652,0.051847724112986916,0.0017509718656920962,5.846140384107184e-06,4.7223606356484573e-07,0.0021313174614962663,8.770504137220076e-05,0.0001,0.0,226242.6
15,0.05571274750073518,0.0002308072412900728,0.05426981192399131,0.0039475725402511345,6.6506788612325825e-06,6.652945719893917e-07,0.002274554927019009,0.00011088056500584579,0.0001,0.0,241216.2
16,0.056405329500077005,0.00021736993359816197,0.05235999746228444,0.0033398492619659925,6.112209892795432e-06,3.873109958019248e-07,0.0021834661936809886,6.903957322396226e-05,0.0001,0.0,256262.8
17,0.057165855871742374,0.00019830429349489273,0.059517520779055554,0.004264997069822727,6.892354577904364e-06,3.849681149504474e-07,0.002320848272471623,6.596146551919851e-05,0.0001,0.0,271189.6
18,0.05787107559138758,0.0001929173498923225,0.05710703133468483,0.005081780179775761,6.666238208318502e-06,8.667552322332605e-07,0.002233633587244815,0.00020323686832436952,0.0001,0.0,286136.4
19,0.058585210817147224,0.0002158853076779726,0.05544773476124056,0.0047794569687715956,6.234757531296193e-06,8.714498385803008e-07,0.002204415979420771,0.00015306389498540748,0.0001,0.0,301147.8
20,0.0592973728704969,0.00024539914875648937,0.058075948726755824,0.003649058280543371,6.285506220602282e-06,8.78774151214226e-07,0.0022153052770286083,0.00015598048790010818,0.0001,0.0,316059.2
21,0.05999815207195376,0.00027011882567542275,0.05933466090264557,0.0028459731419493476,6.3161152882972365e-06,7.019989717119258e-07,0.0021391681069028064,0.00020454673113562714,0.0001,0.0,330967.0
22,0.06078790740543453,0.00022844854101507163,0.0611254849633055,0.00559768084903322,7.487361189769588e-06,7.360635388312513e-07,0.002421189571403062,0.00012091975500702447,0.0001,0.0,345826.2
23,0.061538273727044034,0.00027074291823676,0.05983193763416452,0.003911622781158345,6.707059784404719e-06,7.228642770509587e-07,0.0022480641521612408,0.000165259018359346,0.0001,0.0,360751.6
24,0.06231174574969291,0.0002768308666046956,0.06232723081245824,0.0023497456406216897,7.005090885281946e-06,2.847213626111422e-07,0.002346690162286459,4.915729359657268e-05,0.0001,0.0,375606.0
25,0.06308874055618965,0.00024673773996721713,0.0632150913085894,0.003619938716086657,6.84626914249382e-06,1.0923489828060388e-06,0.002273398736517365,0.00025137787276721397,0.0001,0.0,390469.0
